# lambda  	 theta 	 Rs 	 Rp 	 Ts 	 Tp
1058.0 66.0 0.4710027180 0.0553938699 0.5289972820 0.9446061301
1058.0 68.0 0.5000212231 0.0596622625 0.4999787769 0.9403377375
1058.0 70.0 0.5312364874 0.0678470812 0.4687635126 0.9321529188
1058.0 72.0 0.5647958937 0.0812170413 0.4352041063 0.9187829587
1058.0 74.0 0.6008540953 0.1014288158 0.3991459047 0.8985711842
1058.0 76.0 0.6395728553 0.1306554625 0.3604271447 0.8693445375
1058.0 78.0 0.6811207836 0.1717616954 0.3188792164 0.8282383046
1058.0 80.0 0.7256729569 0.2285444042 0.2743270431 0.7714555958
1058.0 82.0 0.7734104056 0.3060641711 0.2265895944 0.6939358289
1058.0 84.0 0.8245194514 0.4111033803 0.1754805486 0.5888966197
1058.0 86.0 0.8791908764 0.5527989285 0.1208091236 0.4472010715
1058.0 88.0 0.9376189080 0.7435111464 0.0623810920 0.2564888536
1058.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
1060.0 0.0 0.1531393210 0.1531393210 0.8468606790 0.8468606790
1060.0 2.0 0.1533210037 0.1530394173 0.8466789963 0.8469605827
1060.0 4.0 0.1538670489 0.1527391706 0.8461329511 0.8472608294
1060.0 6.0 0.1547804535 0.1522369824 0.8452195465 0.8477630176
1060.0 8.0 0.1560662326 0.1515302150 0.8439337674 0.8484697850
1060.0 10.0 0.1577314498 0.1506152328 0.8422685502 0.8493847672
1060.0 12.0 0.1597852601 0.1494874618 0.8402147399 0.8505125382
1060.0 14.0 0.1622389644 0.1481414688 0.8377610356 0.8518585312
1060.0 16.0 0.1651060772 0.1465710648 0.8348939228 0.8534289352
1060.0 18.0 0.1684024068 0.1447694337 0.8315975932 0.8552305663
1060.0 20.0 0.1721461480 0.1427292932 0.8278538520 0.8572707068
1060.0 22.0 0.1763579876 0.1404430926 0.8236420124 0.8595569074
1060.0 24.0 0.1810612235 0.1379032551 0.8189387765 0.8620967449
1060.0 26.0 0.1862818964 0.1351024740 0.8137181036 0.8648975260
1060.0 28.0 0.1920489352 0.1320340758 0.8079510648 0.8679659242
1060.0 30.0 0.1983943152 0.1286924631 0.8016056848 0.8713075369
1060.0 32.0 0.2053532297 0.1250736587 0.7946467703 0.8749263413
1060.0 34.0 0.2129642750 0.1211759728 0.7870357250 0.8788240272
1060.0 36.0 0.2212696476 0.1170008257 0.7787303524 0.8829991743
1060.0 38.0 0.2303153545 0.1125537636 0.7696846455 0.8874462364
1060.0 40.0 0.2401514348 0.1078457174 0.7598485652 0.8921542826
1060.0 42.0 0.2508321922 0.1028945684 0.7491678078 0.8971054316
1060.0 44.0 0.2624164383 0.0977271025 0.7375835617 0.9022728975
1060.0 46.0 0.2749677437 0.0923814578 0.7250322563 0.9076185422
1060.0 48.0 0.2885546959 0.0869102041 0.7114453041 0.9130897959
1060.0 50.0 0.3032511628 0.0813842309 0.6967488372 0.9186157691
1060.0 52.0 0.3191365575 0.0758976788 0.6808634425 0.9241023212
1060.0 54.0 0.3362961027 0.0705742216 0.6637038973 0.9294257784
1060.0 56.0 0.3548210904 0.0655751067 0.6451789096 0.9344248933
1060.0 58.0 0.3748091325 0.0611094955 0.6251908675 0.9388905045
1060.0 60.0 0.3963643976 0.0574478303 0.6036356024 0.9425521697
1060.0 62.0 0.4195978281 0.0549392068 0.5804021719 0.9450607932
1060.0 64.0 0.4446273304 0.0540340781 0.5553726696 0.9459659219
1060.0 66.0 0.4715779315 0.0553141014 0.5284220685 0.9446858986
1060.0 68.0 0.5005818922 0.0595316135 0.4994181078 0.9404683865
1060.0 70.0 0.5317787684 0.0676621707 0.4682212316 0.9323378293
1060.0 72.0 0.5653154094 0.0809749269 0.4346845906 0.9190250731
1060.0 74.0 0.6013458806 0.1011275207 0.3986541194 0.8988724793
1060.0 76.0 0.6400312992 0.1302948301 0.3599687008 0.8697051699
1060.0 78.0 0.6815395677 0.1713447574 0.3184604323 0.8286552426
1060.0 80.0 0.7260449905 0.2280795569 0.2739550095 0.7719204431
1060.0 82.0 0.7737277578 0.3055686228 0.2262722422 0.6944313772
1060.0 84.0 0.8247732802 0.4106086002 0.1752267198 0.5893913998
1060.0 86.0 0.8793713564 0.5523592417 0.1206286436 0.4476407583
1060.0 88.0 0.9377151558 0.7432172408 0.0622848442 0.2567827592
1060.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
1062.0 0.0 0.1536636475 0.1536636475 0.8463363525 0.8463363525
1062.0 2.0 0.1538455545 0.1535633173 0.8461544455 0.8464366827
1062.0 4.0 0.1543922717 0.1532617911 0.8456077283 0.8467382089
1062.0 6.0 0.1553067935 0.1527574697 0.8446932065 0.8472425303
1062.0 8.0 0.1565941304 0.1520477146 0.8434058696 0.8479522854
1062.0 10.0 0.1582613399 0.1511288886 0.8417386601 0.8488711114
1062.0 12.0 0.1603175684 0.1499964155 0.8396824316 0.8500035845
1062.0 14.0 0.1627741063 0.1486448591 0.8372258937 0.8513551409
1062.0 16.0 0.1656444550 0.1470680260 0.8343555450 0.8529319740
1062.0 18.0 0.1689444068 0.1452590940 0.8310555932 0.8547409060
1062.0 20.0 0.1726921375 0.1432107732 0.8273078625 0.8567892268
1062.0 22.0 0.1769083114 0.1409155026 0.8230916886 0.8590844974
1062.0 24.0 0.1816161999 0.1383656919 0.8183838001 0.8616343081
1062.0 26.0 0.1868418126 0.1355540176 0.8131581874 0.8644459824
1062.0 28.0 0.1926140423 0.1324737850 0.8073859577 0.8675262150
1062.0 30.0 0.1989648223 0.1291193700 0.8010351777 0.8708806300
1062.0 32.0 0.2059292974 0.1254867626 0.7940707026 0.8745132374
1062.0 34.0 0.2135460080 0.1215742330 0.7864539920 0.8784257670
1062.0 36.0 0.2218570863 0.1173831530 0.7781429137 0.8826168470
1062.0 38.0 0.2309084654 0.1129190101 0.7690915346 0.8870809899
1062.0 40.0 0.2407500999 0.1081926654 0.7592499001 0.8918073346
1062.0 42.0 0.2514361971 0.1032219175 0.7485638029 0.8967780825
1062.0 44.0 0.2630254587 0.0980334545 0.7369745413 0.9019665455
1062.0 46.0 0.2755813301 0.0926653007 0.7244186699 0.9073346993
1062.0 48.0 0.2891722571 0.0871698934 0.7108277429 0.9128301066
1062.0 50.0 0.3038719469 0.0816179699 0.6961280531 0.9183820301
1062.0 52.0 0.3197596311 0.0761034974 0.6802403689 0.9238965026
1062.0 54.0 0.3369203277 0.0707499547 0.6630796723 0.9292500453
1062.0 56.0 0.3554450982 0.0657183730 0.6445549018 0.9342816270
1062.0 58.0 0.3754312958 0.0612176792 0.6245687042 0.9387823208
1062.0 60.0 0.3969827990 0.0575180689 0.6030172010 0.9424819311
1062.0 62.0 0.4202102261 0.0549683902 0.5797897739 0.9450316098
1062.0 64.0 0.4452311216 0.0540188667 0.5547688784 0.9459811333
1062.0 66.0 0.4721701097 0.0552509776 0.5278298903 0.9447490224
1062.0 68.0 0.5011590041 0.0594169855 0.4988409959 0.9405830145
1062.0 70.0 0.5323368653 0.0674925601 0.4676631347 0.9325074399
1062.0 72.0 0.5658499953 0.0807472891 0.4341500047 0.9192527109
1062.0 74.0 0.6018518566 0.1008397743 0.3981481434 0.8991602257
1062.0 76.0 0.6405029040 0.1299467131 0.3594970960 0.8700532869
1062.0 78.0 0.6819703144 0.1709391970 0.3180296856 0.8290608030
1062.0 80.0 0.7264276001 0.2276248439 0.2735723999 0.7723751561
1062.0 82.0 0.7740540896 0.3050818511 0.2259459104 0.6949181489
1062.0 84.0 0.8250342591 0.4101210905 0.1749657409 0.5898789095
1062.0 86.0 0.8795568984 0.5519250726 0.1204431016 0.4480749274
1062.0 88.0 0.9378140920 0.7429266131 0.0621859080 0.2570733869
1062.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
1064.0 0.0 0.1541853496 0.1541853496 0.8458146504 0.8458146504
1064.0 2.0 0.1543674789 0.1540845950 0.8456325211 0.8459154050
1064.0 4.0 0.1549148618 0.1537817952 0.8450851382 0.8462182048
1064.0 6.0 0.1558304902 0.1532753505 0.8441695098 0.8467246495
1064.0 8.0 0.1571193703 0.1525626215 0.8428806297 0.8474373785
1064.0 10.0 0.1587885532 0.1516399697 0.8412114468 0.8483600303
1064.0 12.0 0.1608471769 0.1505028165 0.8391528231 0.8494971835
1064.0 14.0 0.1633065213 0.1491457228 0.8366934787 0.8508542772
1064.0 16.0 0.1661800746 0.1475624906 0.8338199254 0.8524375094
1064.0 18.0 0.1694836134 0.1457462923 0.8305163866 0.8542537077
1064.0 20.0 0.1732352944 0.1436898299 0.8267647056 0.8563101701
1064.0 22.0 0.1774557595 0.1413855323 0.8225442405 0.8586144677
1064.0 24.0 0.1821682536 0.1388257960 0.8178317464 0.8611742040
1064.0 26.0 0.1873987557 0.1360032808 0.8126012443 0.8639967192
1064.0 28.0 0.1931761223 0.1329112706 0.8068238777 0.8670887294
1064.0 30.0 0.1995322451 0.1295441150 0.8004677549 0.8704558850
1064.0 32.0 0.2065022206 0.1258977714 0.7934977794 0.8741022286
1064.0 34.0 0.2141245335 0.1219704702 0.7858754665 0.8780295298
1064.0 36.0 0.2224412521 0.1177635345 0.7775587479 0.8822364655
1064.0 38.0 0.2314982360 0.1132823939 0.7685017640 0.8867176061
1064.0 40.0 0.2413453559 0.1085378397 0.7586546441 0.8914621603
1064.0 42.0 0.2520367232 0.1035475881 0.7479632768 0.8964524119
1064.0 44.0 0.2636309304 0.0983382298 0.7363690696 0.9016617702
1064.0 46.0 0.2761912986 0.0929476755 0.7238087014 0.9070523245
1064.0 48.0 0.2897861328 0.0874282306 0.7102138672 0.9125717694
1064.0 50.0 0.3044889808 0.0818504806 0.6955110192 0.9181495194
1064.0 52.0 0.3203788937 0.0763082196 0.6796211063 0.9236917804
1064.0 54.0 0.3375406864 0.0709247320 0.6624593136 0.9290752680
1064.0 56.0 0.3560651918 0.0658608331 0.6439348082 0.9341391669
1064.0 58.0 0.3760495062 0.0613252157 0.6239504938 0.9386747843
1064.0 60.0 0.3975972205 0.0575878288 0.6024027795 0.9424121712
1064.0 62.0 0.4208186313 0.0549972725 0.5791813687 0.9450027275
1064.0 64.0 0.4458309244 0.0540035410 0.5541690756 0.9459964590
1064.0 66.0 0.4727583247 0.0551879343 0.5272416753 0.9448120657
1064.0 68.0 0.5017322024 0.0593026387 0.4982677976 0.9406973613
1064.0 70.0 0.5328911273 0.0673234342 0.4671088727 0.9326765658
1064.0 72.0 0.5663808590 0.0805203376 0.4336191410 0.9194796624
1064.0 74.0 0.6023542625 0.1005529065 0.3976457375 0.8994470935
1064.0 76.0 0.6409711367 0.1295996473 0.3590288633 0.8704003527
1064.0 78.0 0.6823979399 0.1705348259 0.3176020601 0.8294651741
1064.0 80.0 0.7268074002 0.2271714048 0.2731925998 0.7728285952
1064.0 82.0 0.7743779929 0.3045963588 0.2256220071 0.6954036412
1064.0 84.0 0.8252932698 0.4096347571 0.1747067302 0.5903652429
1064.0 86.0 0.8797410223 0.5514918383 0.1202589777 0.4485081617
1064.0 88.0 0.9379122619 0.7426365216 0.0620877381 0.2573634784
1064.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
1066.0 0.0 0.1547044370 0.1547044370 0.8452955630 0.8452955630
1066.0 2.0 0.1548867863 0.1546032598 0.8451132137 0.8453967402
1066.0 4.0 0.1554348287 0.1542991923 0.8445651713 0.8457008077
1066.0 6.0 0.1563515534 0.1537906342 0.8436484466 0.8462093658
1066.0 8.0 0.1576419621 0.1530749453 0.8423580379 0.8469250547
1066.0 10.0 0.1593130997 0.1521484854 0.8406869003 0.8478515146
1066.0 12.0 0.1613740958 0.1510066741 0.8386259042 0.8489933259
1066.0 14.0 0.1638362198 0.1496440689 0.8361637802 0.8503559311
1066.0 16.0 0.1667129468 0.1480544679 0.8332870532 0.8519455321
1066.0 18.0 0.1700200377 0.1462310376 0.8299799623 0.8537689624
1066.0 20.0 0.1737756302 0.1441664722 0.8262243698 0.8558335278
1066.0 22.0 0.1780003438 0.1418531905 0.8219996562 0.8581468095
1066.0 24.0 0.1827173974 0.1392835761 0.8172826026 0.8607164239
1066.0 26.0 0.1879527388 0.1364502720 0.8120472612 0.8635497280
1066.0 28.0 0.1937351889 0.1333465409 0.8062648111 0.8666534591
1066.0 30.0 0.2000965979 0.1299667063 0.7999034021 0.8700332937
1066.0 32.0 0.2070720142 0.1263066931 0.7929279858 0.8736933069
1066.0 34.0 0.2146998671 0.1223646918 0.7853001329 0.8776353082
1066.0 36.0 0.2230221613 0.1181419777 0.7769778387 0.8818580223
1066.0 38.0 0.2320846836 0.1136439220 0.7679153164 0.8863560780
1066.0 40.0 0.2419372209 0.1088812471 0.7580627791 0.8911187529
1066.0 42.0 0.2526337896 0.1038715865 0.7473662104 0.8961284135
1066.0 44.0 0.2642328734 0.0986414343 0.7357671266 0.9013585657
1066.0 46.0 0.2767976703 0.0932285878 0.7232023297 0.9067714122
1066.0 48.0 0.2903963452 0.0876852209 0.7096036548 0.9123147791
1066.0 50.0 0.3051022873 0.0820817676 0.6948977127 0.9179182324
1066.0 52.0 0.3209943692 0.0765118497 0.6790056308 0.9234881503
1066.0 54.0 0.3381572038 0.0710985571 0.6618427962 0.9289014429
1066.0 56.0 0.3566813970 0.0660024900 0.6433186030 0.9339975100
1066.0 58.0 0.3766637905 0.0614321073 0.6233362095 0.9385678927
1066.0 60.0 0.3982076898 0.0576571117 0.6017923102 0.9423428883
1066.0 62.0 0.4214230723 0.0550258552 0.5785769277 0.9449741448
1066.0 64.0 0.4464267681 0.0539881019 0.5535732319 0.9460118981
1066.0 66.0 0.4733426061 0.0551249716 0.5266573939 0.9448750284
1066.0 68.0 0.5023015172 0.0591885727 0.4976984828 0.9408114273
1066.0 70.0 0.5334415844 0.0671547922 0.4665584156 0.9328452078
1066.0 72.0 0.5669080301 0.0802940714 0.4330919699 0.9197059286
1066.0 74.0 0.6028531274 0.1002669162 0.3971468726 0.8997330838
1066.0 76.0 0.6414360253 0.1292536317 0.3585639747 0.8707463683
1066.0 78.0 0.6828224707 0.1701316438 0.3171775293 0.8298683562
1066.0 80.0 0.7271844150 0.2267192396 0.2728155850 0.7732807604
1066.0 82.0 0.7746994892 0.3041121468 0.2253005108 0.6958878532
1066.0 84.0 0.8255503300 0.4091496018 0.1744496700 0.5908503982
1066.0 86.0 0.8799237412 0.5510595411 0.1200762588 0.4489404589
1066.0 88.0 0.9380096727 0.7423469682 0.0619903273 0.2576530318
1066.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
1068.0 0.0 0.1552209190 0.1552209190 0.8447790810 0.8447790810
1068.0 2.0 0.1554034864 0.1551193213 0.8445965136 0.8448806787
1068.0 4.0 0.1559521821 0.1548139920 0.8440478179 0.8451860080
1068.0 6.0 0.1568699927 0.1543033304 0.8431300073 0.8456966696
1068.0 8.0 0.1581619156 0.1535846953 0.8418380844 0.8464153047
1068.0 10.0 0.1598349894 0.1526544453 0.8401650106 0.8473455547
1068.0 12.0 0.1618983355 0.1515079976 0.8381016645 0.8484920024
1068.0 14.0 0.1643632124 0.1501399069 0.8356367876 0.8498600931
1068.0 16.0 0.1672430826 0.1485439672 0.8327569174 0.8514560328
1068.0 18.0 0.1705536910 0.1467133390 0.8294463090 0.8532866610
1068.0 20.0 0.1743131565 0.1446407092 0.8256868435 0.8553592908
1068.0 22.0 0.1785420766 0.1423184863 0.8214579234 0.8576815137
1068.0 24.0 0.1832636436 0.1397390410 0.8167363564 0.8602609590
1068.0 26.0 0.1885037750 0.1368949998 0.8114962250 0.8631050002
1068.0 28.0 0.1942912559 0.1337796043 0.8057087441 0.8662203957
1068.0 30.0 0.2006578951 0.1303871521 0.7993421049 0.8696128479
1068.0 32.0 0.2076386933 0.1267135355 0.7923613067 0.8732864645
1068.0 34.0 0.2152720247 0.1227569057 0.7847279753 0.8772430943
1068.0 36.0 0.2235998308 0.1185184898 0.7764001692 0.8814815102
1068.0 38.0 0.2326678256 0.1140036016 0.7673321744 0.8859963984
1068.0 40.0 0.2425257133 0.1092228941 0.7574742867 0.8907771059
1068.0 42.0 0.2532274154 0.1041939191 0.7467725846 0.8958060809
1068.0 44.0 0.2648313079 0.0989430740 0.7351686921 0.9010569260
1068.0 46.0 0.2774004661 0.0935080431 0.7225995339 0.9064919569
1068.0 48.0 0.2910029160 0.0879408692 0.7089970840 0.9120591308
1068.0 50.0 0.3057118896 0.0823118354 0.6942881104 0.9176881646
1068.0 52.0 0.3216060815 0.0767143915 0.6783939185 0.9232856085
1068.0 54.0 0.3387699047 0.0712714335 0.6612300953 0.9287285665
1068.0 56.0 0.3572937398 0.0661433466 0.6427062602 0.9338566534
1068.0 58.0 0.3772741755 0.0615383565 0.6227258245 0.9384616435
1068.0 60.0 0.3988142343 0.0577259193 0.6011857657 0.9422740807
1068.0 62.0 0.4220235772 0.0550541392 0.5779764228 0.9449458608
1068.0 64.0 0.4470186814 0.0539725498 0.5529813186 0.9460274502
1068.0 66.0 0.4739229832 0.0550620897 0.5260770168 0.9449379103
1068.0 68.0 0.5028669779 0.0590747871 0.4971330221 0.9409252129
1068.0 70.0 0.5339882663 0.0669866335 0.4660117337 0.9330133665
1068.0 72.0 0.5674315381 0.0800684894 0.4325684619 0.9199315106
1068.0 74.0 0.6033484802 0.0999818022 0.3966515198 0.9000181978
1068.0 76.0 0.6418975978 0.1289086652 0.3581024022 0.8710913348
1068.0 78.0 0.6832439331 0.1697296498 0.3167560669 0.8302703502
1068.0 80.0 0.7275586688 0.2262683483 0.2724413312 0.7737316517
1068.0 82.0 0.7750185999 0.3036292159 0.2249814001 0.6963707841
1068.0 84.0 0.8258054576 0.4086656263 0.1741945424 0.5913343737
1068.0 86.0 0.8801050682 0.5506281834 0.1198949318 0.4493718166
1068.0 88.0 0.9381063316 0.7420579553 0.0618936684 0.2579420447
1068.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
1070.0 0.0 0.1557348054 0.1557348054 0.8442651946 0.8442651946
1070.0 2.0 0.1559175888 0.1556327891 0.8440824112 0.8443672109
1070.0 4.0 0.1564669317 0.1553262039 0.8435330683 0.8446737961
1070.0 6.0 0.1573858180 0.1548134486 0.8426141820 0.8451865514
1070.0 8.0 0.1586792409 0.1540918811 0.8413207591 0.8459081189
1070.0 10.0 0.1603542326 0.1531578586 0.8396457674 0.8468421414
1070.0 12.0 0.1624199062 0.1520067964 0.8375800938 0.8479932036
1070.0 14.0 0.1648875098 0.1506332462 0.8351124902 0.8493667538
1070.0 16.0 0.1677704928 0.1490309976 0.8322295072 0.8509690024
1070.0 18.0 0.1710845846 0.1471932057 0.8289154154 0.8528067943
1070.0 20.0 0.1748478853 0.1451125498 0.8251521147 0.8548874502
1070.0 22.0 0.1790809700 0.1427814285 0.8209190300 0.8572185715
1070.0 24.0 0.1838070052 0.1401921995 0.8161929948 0.8598078005
1070.0 26.0 0.1890518776 0.1373374728 0.8109481224 0.8626625272
1070.0 28.0 0.1948443371 0.1342104694 0.8051556629 0.8657895306
1070.0 30.0 0.2012161511 0.1308054605 0.7987838489 0.8691945395
1070.0 32.0 0.2082022730 0.1271183066 0.7917977270 0.8728816934
1070.0 34.0 0.2158410221 0.1231471194 0.7841589779 0.8768528806
1070.0 36.0 0.2241742768 0.1188930785 0.7758257232 0.8811069215
1070.0 38.0 0.2332476793 0.1143614398 0.7667523207 0.8856385602
1070.0 40.0 0.2431108511 0.1095627877 0.7568891489 0.8904372123
1070.0 42.0 0.2538176197 0.1045145922 0.7461823803 0.8954854078
1070.0 44.0 0.2654262537 0.0992431548 0.7345737463 0.9007568452
1070.0 46.0 0.2779997069 0.0937860469 0.7220002931 0.9062139531
1070.0 48.0 0.2916058671 0.0881951807 0.7083941329 0.9118048193
1070.0 50.0 0.3063178102 0.0825406887 0.6936821898 0.9174593113
1070.0 52.0 0.3222140544 0.0769158491 0.6777859456 0.9230841509
1070.0 54.0 0.3393788138 0.0714433646 0.6606211862 0.9285566354
1070.0 56.0 0.3579022456 0.0662834060 0.6420977544 0.9337165940
1070.0 58.0 0.3778806876 0.0616439655 0.6221193124 0.9383560345
1070.0 60.0 0.3994168815 0.0577942534 0.6005831185 0.9422057466
1070.0 62.0 0.4226201742 0.0550821259 0.5773798258 0.9449178741
1070.0 64.0 0.4476066931 0.0539568855 0.5523933069 0.9460431145
1070.0 66.0 0.4744994853 0.0549992886 0.5255005147 0.9450007114
1070.0 68.0 0.5034286142 0.0589612817 0.4965713858 0.9410387183
1070.0 70.0 0.5345312025 0.0668189574 0.4654687975 0.9331810426
1070.0 72.0 0.5679514122 0.0798435907 0.4320485878 0.9201564093
1070.0 74.0 0.6038403496 0.0996975635 0.3961596504 0.9003024365
1070.0 76.0 0.6423558818 0.1285647470 0.3576441182 0.8714352530
1070.0 78.0 0.6836623533 0.1693288435 0.3163376467 0.8306711565
1070.0 80.0 0.7279301856 0.2258187309 0.2720698144 0.7741812691
1070.0 82.0 0.7753353462 0.3031475668 0.2246646538 0.6968524332
1070.0 84.0 0.8260586698 0.4081828322 0.1739413302 0.5918171678
1070.0 86.0 0.8802850160 0.5501977675 0.1197149840 0.4498022325
1070.0 88.0 0.9382022457 0.7417694848 0.0617977543 0.2582305152
1070.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
1072.0 0.0 0.1562154289 0.1562154289 0.8437845711 0.8437845711
1072.0 2.0 0.1563984152 0.1561129899 0.8436015848 0.8438870101
1072.0 4.0 0.1569483659 0.1558051365 0.8430516341 0.8441948635
1072.0 6.0 0.1578682624 0.1552902674 0.8421317376 0.8447097326
1072.0 8.0 0.1591630939 0.1545657400 0.8408369061 0.8454342600
1072.0 10.0 0.1608398866 0.1536279107 0.8391601134 0.8463720893
1072.0 12.0 0.1629077458 0.1524721936 0.8370922542 0.8475278064
1072.0 14.0 0.1653779097 0.1510931384 0.8346220903 0.8489068616
1072.0 16.0 0.1682638155 0.1494845318 0.8317361845 0.8505154682
1072.0 18.0 0.1715811776 0.1476395247 0.8284188224 0.8523604753
1072.0 20.0 0.1753480786 0.1455507903 0.8246519214 0.8544492097
1072.0 22.0 0.1795850727 0.1432107190 0.8204149273 0.8567892810
1072.0 24.0 0.1843153016 0.1406116575 0.8156846984 0.8593883425
1072.0 26.0 0.1895646236 0.1377462015 0.8104353764 0.8622537985
1072.0 28.0 0.1953617548 0.1346075535 0.8046382452 0.8653924465
1072.0 30.0 0.2017384242 0.1311899616 0.7982615758 0.8688100384
1072.0 32.0 0.2087295404 0.1274892569 0.7912704596 0.8725107431
1072.0 34.0 0.2163733712 0.1235035149 0.7836266288 0.8764964851
1072.0 36.0 0.2247117359 0.1192338709 0.7752882641 0.8807661291
1072.0 38.0 0.2337902089 0.1146855271 0.7662097911 0.8853144729
1072.0 40.0 0.2436583344 0.1098690032 0.7563416656 0.8901309968
1072.0 42.0 0.2543698513 0.1048016924 0.7456301487 0.8951983076
1072.0 44.0 0.2659829281 0.0995098046 0.7340170719 0.9004901954
1072.0 46.0 0.2785604042 0.0940308043 0.7214395958 0.9059691957
1072.0 48.0 0.2921700380 0.0884164789 0.7078299620 0.9115835211
1072.0 50.0 0.3068847592 0.0827368166 0.6931152408 0.9172631834
1072.0 52.0 0.3227829207 0.0770849311 0.6772170793 0.9229150689
1072.0 54.0 0.3399485506 0.0715833392 0.6600514494 0.9284166608
1072.0 56.0 0.3584715968 0.0663920049 0.6415284032 0.9336079951
1072.0 58.0 0.3784481625 0.0617186955 0.6215518375 0.9382813045
1072.0 60.0 0.3999807265 0.0578323835 0.6000192735 0.9421676165
1072.0 62.0 0.4231783423 0.0550806850 0.5768216577 0.9449193150
1072.0 64.0 0.4481568101 0.0539126792 0.5518431899 0.9460873208
1072.0 66.0 0.4750388133 0.0549089469 0.5249611867 0.9450910531
1072.0 68.0 0.5039540116 0.0588213572 0.4960459884 0.9411786428
1072.0 70.0 0.5350390814 0.0666261058 0.4649609186 0.9333738942
1072.0 72.0 0.5684376919 0.0795948811 0.4315623081 0.9204051189
1072.0 74.0 0.6043004069 0.0993909937 0.3956995931 0.9006090063
1072.0 76.0 0.6427844985 0.1282000838 0.3572155015 0.8717999162
1072.0 78.0 0.6840536599 0.1689089760 0.3159463401 0.8310910240
1072.0 80.0 0.7282776026 0.2253518341 0.2717223974 0.7746481659
1072.0 82.0 0.7756315223 0.3026505503 0.2243684777 0.6973494497
1072.0 84.0 0.8262954183 0.4076868244 0.1737045817 0.5923131756
1072.0 86.0 0.8804532490 0.5497568272 0.1195467510 0.4502431728
1072.0 88.0 0.9382919073 0.7414743981 0.0617080927 0.2585256019
1072.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
1074.0 0.0 0.1566934811 0.1566934811 0.8433065189 0.8433065189
1074.0 2.0 0.1568766683 0.1565906215 0.8431233317 0.8434093785
1074.0 4.0 0.1574272209 0.1562815062 0.8425727791 0.8437184938
1074.0 6.0 0.1583481181 0.1557645337 0.8416518819 0.8442354663
1074.0 8.0 0.1596443446 0.1550370610 0.8403556554 0.8449629390
1074.0 10.0 0.1613229209 0.1540954438 0.8386770791 0.8459045562
1074.0 12.0 0.1633929445 0.1529350950 0.8366070555 0.8470649050
1074.0 14.0 0.1658656436 0.1515505623 0.8341343564 0.8484494377
1074.0 16.0 0.1687544434 0.1499356295 0.8312455566 0.8500643705
1074.0 18.0 0.1720750433 0.1480834432 0.8279249567 0.8519165568
1074.0 20.0 0.1758455086 0.1459866708 0.8241544914 0.8540133292
1074.0 22.0 0.1800863725 0.1436376944 0.8199136275 0.8563623056
1074.0 24.0 0.1848207522 0.1410288501 0.8151792478 0.8589711499
1074.0 26.0 0.1900744774 0.1381527191 0.8099255226 0.8618472809
1074.0 28.0 0.1958762311 0.1350024857 0.8041237689 0.8649975143
1074.0 30.0 0.2022577037 0.1315723746 0.7977422963 0.8684276254
1074.0 32.0 0.2092537592 0.1278581880 0.7907462408 0.8721418120
1074.0 34.0 0.2169026145 0.1238579654 0.7830973855 0.8761420346
1074.0 36.0 0.2252460300 0.1195727979 0.7747539700 0.8804272021
1074.0 38.0 0.2343295127 0.1150078343 0.7656704873 0.8849921657
1074.0 40.0 0.2442025298 0.1101735299 0.7557974702 0.8898264701
1074.0 42.0 0.2549187328 0.1050872010 0.7450812672 0.8949127990
1074.0 44.0 0.2665361900 0.0997749667 0.7334638100 0.9002250333
1074.0 46.0 0.2791176276 0.0942741848 0.7208823724 0.9057258152
1074.0 48.0 0.2927306756 0.0886365181 0.7072693244 0.9113634819
1074.0 50.0 0.3074481183 0.0829318115 0.6925518817 0.9170681885
1074.0 52.0 0.3233481448 0.0772530142 0.6766518552 0.9227469858
1074.0 54.0 0.3405145984 0.0717224576 0.6594854016 0.9282775424
1074.0 56.0 0.3590372193 0.0664998996 0.6409627807 0.9335001004
1074.0 58.0 0.3790118782 0.0617928828 0.6209881218 0.9382071172
1074.0 60.0 0.4005407929 0.0578701421 0.5994592071 0.9421298579
1074.0 62.0 0.4237327262 0.0550790539 0.5762672738 0.9449209461
1074.0 64.0 0.4487031537 0.0538684735 0.5512968463 0.9461315265
1074.0 66.0 0.4755743982 0.0548188049 0.5244256018 0.9451811951
1074.0 68.0 0.5044757196 0.0586818387 0.4955242804 0.9413181613
1074.0 70.0 0.5355433516 0.0664338703 0.4644566484 0.9335661297
1074.0 72.0 0.5689204752 0.0793469967 0.4310795248 0.9206530033
1074.0 74.0 0.6047571169 0.0990854501 0.3952428831 0.9009145499
1074.0 76.0 0.6432099594 0.1278366291 0.3567900406 0.8721633709
1074.0 78.0 0.6844420510 0.1684904650 0.3155579490 0.8315095350
1074.0 80.0 0.7286224002 0.2248863868 0.2713775998 0.7751136132
1074.0 82.0 0.7759254387 0.3021549929 0.2240745613 0.6978450071
