# lambda  	 theta 	 Rs 	 Rp 	 Ts 	 Tp
534.0 12.0 0.0417051226 0.0382907559 0.9582948774 0.9617092441
534.0 14.0 0.0414743027 0.0368787602 0.9585256973 0.9631212398
534.0 16.0 0.0412291330 0.0353035412 0.9587708670 0.9646964588
534.0 18.0 0.0409797839 0.0335881577 0.9590202161 0.9664118423
534.0 20.0 0.0407385529 0.0317587208 0.9592614471 0.9682412792
534.0 22.0 0.0405201855 0.0298444215 0.9594798145 0.9701555785
534.0 24.0 0.0403422564 0.0278775884 0.9596577436 0.9721224116
534.0 26.0 0.0402256163 0.0258937879 0.9597743837 0.9741062121
534.0 28.0 0.0401949157 0.0239319836 0.9598050843 0.9760680164
534.0 30.0 0.0402792160 0.0220347729 0.9597207840 0.9779652271
534.0 32.0 0.0405127027 0.0202487271 0.9594872973 0.9797512729
534.0 34.0 0.0409355154 0.0186248612 0.9590644846 0.9813751388
534.0 36.0 0.0415947143 0.0172192669 0.9584052857 0.9827807331
534.0 38.0 0.0425454061 0.0160939498 0.9574545939 0.9839060502
534.0 40.0 0.0438520543 0.0153179131 0.9561479457 0.9846820869
534.0 42.0 0.0455900070 0.0149685424 0.9544099930 0.9850314576
534.0 44.0 0.0478472779 0.0151333499 0.9521527221 0.9848666501
534.0 46.0 0.0507266259 0.0159121495 0.9492733741 0.9840878505
534.0 48.0 0.0543479840 0.0174197426 0.9456520160 0.9825802574
534.0 50.0 0.0588513000 0.0197892100 0.9411487000 0.9802107900
534.0 52.0 0.0643998622 0.0231759221 0.9356001378 0.9768240779
534.0 54.0 0.0711841970 0.0277624014 0.9288158030 0.9722375986
534.0 56.0 0.0794266410 0.0337641959 0.9205733590 0.9662358041
534.0 58.0 0.0893867097 0.0414369614 0.9106132903 0.9585630386
534.0 60.0 0.1013674080 0.0510849869 0.8986325920 0.9489150131
534.0 62.0 0.1157226517 0.0630714576 0.8842773483 0.9369285424
534.0 64.0 0.1328660040 0.0778308173 0.8671339960 0.9221691827
534.0 66.0 0.1532809614 0.0958836780 0.8467190386 0.9041163220
534.0 68.0 0.1775330694 0.1178548404 0.8224669306 0.8821451596
534.0 70.0 0.2062841901 0.1444951277 0.7937158099 0.8555048723
534.0 72.0 0.2403092980 0.1767079224 0.7596907020 0.8232920776
534.0 74.0 0.2805162312 0.2155815280 0.7194837688 0.7844184720
534.0 76.0 0.3279688845 0.2624287859 0.6720311155 0.7375712141
534.0 78.0 0.3839143791 0.3188357738 0.6160856209 0.6811642262
534.0 80.0 0.4498147864 0.3867219332 0.5501852136 0.6132780668
534.0 82.0 0.5273839998 0.4684146594 0.4726160002 0.5315853406
534.0 84.0 0.6186303203 0.5667422894 0.3813696797 0.4332577106
534.0 86.0 0.7259052229 0.6851506310 0.2740947771 0.3148493690
534.0 88.0 0.8519585531 0.8278497666 0.1480414469 0.1721502334
534.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
536.0 0.0 0.0402603726 0.0402603726 0.9597396274 0.9597396274
536.0 2.0 0.0402390658 0.0401443932 0.9597609342 0.9598556068
536.0 4.0 0.0401756825 0.0397979893 0.9598243175 0.9602020107
536.0 6.0 0.0400718491 0.0392257611 0.9599281509 0.9607742389
536.0 8.0 0.0399303264 0.0384353672 0.9600696736 0.9615646328
536.0 10.0 0.0397550864 0.0374375127 0.9602449136 0.9625624873
536.0 12.0 0.0395514213 0.0362459348 0.9604485787 0.9637540652
536.0 14.0 0.0393260883 0.0348773863 0.9606739117 0.9651226137
536.0 16.0 0.0390874911 0.0333516232 0.9609125089 0.9666483768
536.0 18.0 0.0388459040 0.0316913969 0.9611540960 0.9683086031
536.0 20.0 0.0386137418 0.0299224602 0.9613862582 0.9700775398
536.0 22.0 0.0384058812 0.0280735929 0.9615941188 0.9719264071
536.0 24.0 0.0382400418 0.0261766581 0.9617599582 0.9738233419
536.0 26.0 0.0381372322 0.0242667023 0.9618627678 0.9757332977
536.0 28.0 0.0381222735 0.0223821147 0.9618777265 0.9776178853
536.0 30.0 0.0382244104 0.0205648671 0.9617755896 0.9794351329
536.0 32.0 0.0384780225 0.0188608563 0.9615219775 0.9811391437
536.0 34.0 0.0389234540 0.0173203789 0.9610765460 0.9826796211
536.0 36.0 0.0396079785 0.0159987718 0.9603920215 0.9840012282
536.0 38.0 0.0405869225 0.0149572565 0.9594130775 0.9850427435
536.0 40.0 0.0419249739 0.0142640326 0.9580750261 0.9857359674
536.0 42.0 0.0436977061 0.0139956731 0.9563022939 0.9860043269
536.0 44.0 0.0459933553 0.0142388812 0.9540066447 0.9857611188
536.0 46.0 0.0489148950 0.0150926774 0.9510851050 0.9849073226
536.0 48.0 0.0525824589 0.0166710998 0.9474175411 0.9833289002
536.0 50.0 0.0571361745 0.0191065102 0.9428638255 0.9808934898
536.0 52.0 0.0627394797 0.0225536194 0.9372605203 0.9774463806
536.0 54.0 0.0695830106 0.0271943661 0.9304169894 0.9728056339
536.0 56.0 0.0778891610 0.0332438078 0.9221108390 0.9667561922
536.0 58.0 0.0879174385 0.0409572218 0.9120825615 0.9590427782
536.0 60.0 0.0999707593 0.0506386530 0.9000292407 0.9493613470
536.0 62.0 0.1144028548 0.0626512019 0.8855971452 0.9373487981
536.0 64.0 0.1316269915 0.0774294172 0.8683730085 0.9225705828
536.0 66.0 0.1521262448 0.0954942427 0.8478737552 0.9045057573
536.0 68.0 0.1764656050 0.1174710842 0.8235343950 0.8825289158
536.0 70.0 0.2053062460 0.1441117011 0.7946937540 0.8558882989
536.0 72.0 0.2394223387 0.1763208162 0.7605776613 0.8236791838
536.0 74.0 0.2797208466 0.2151885701 0.7202791534 0.7848114299
536.0 76.0 0.3272648077 0.2620302555 0.6727351923 0.7379697445
536.0 78.0 0.3833006594 0.3184351649 0.6166993406 0.6815648351
536.0 80.0 0.4492902219 0.3863269102 0.5507097781 0.6136730898
536.0 82.0 0.5269479818 0.4680382600 0.4730520182 0.5319617400
536.0 84.0 0.6182843190 0.5664044550 0.3817156810 0.4335955450
536.0 86.0 0.7256552476 0.6848801761 0.2743447524 0.3151198239
536.0 88.0 0.8518190698 0.8276869568 0.1481809302 0.1723130432
536.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
538.0 0.0 0.0381655246 0.0381655246 0.9618344754 0.9618344754
538.0 2.0 0.0381446484 0.0380529696 0.9618553516 0.9619470304
538.0 4.0 0.0380825637 0.0377168202 0.9619174363 0.9622831798
538.0 6.0 0.0379809182 0.0371616206 0.9620190818 0.9628383794
538.0 8.0 0.0378425077 0.0363949345 0.9621574923 0.9636050655
538.0 10.0 0.0376713536 0.0354273328 0.9623286464 0.9645726672
538.0 12.0 0.0374728117 0.0342723756 0.9625271883 0.9657276244
538.0 14.0 0.0372537165 0.0329465956 0.9627462835 0.9670534044
538.0 16.0 0.0370225635 0.0314694810 0.9629774365 0.9685305190
538.0 18.0 0.0367897331 0.0298634672 0.9632102669 0.9701365328
538.0 20.0 0.0365677599 0.0281539393 0.9634322401 0.9718460607
538.0 22.0 0.0363716549 0.0263692569 0.9636283451 0.9736307431
538.0 24.0 0.0362192851 0.0245408086 0.9637807149 0.9754591914
538.0 26.0 0.0361318206 0.0227031128 0.9638681794 0.9772968872
538.0 28.0 0.0361342568 0.0208939776 0.9638657432 0.9791060224
538.0 30.0 0.0362560248 0.0191547429 0.9637439752 0.9808452571
538.0 32.0 0.0365317023 0.0175306265 0.9634682977 0.9824693735
538.0 34.0 0.0370018419 0.0160712049 0.9629981581 0.9839287951
538.0 36.0 0.0377139338 0.0148310590 0.9622860662 0.9851689410
538.0 38.0 0.0387235281 0.0138706279 0.9612764719 0.9861293721
538.0 40.0 0.0400955395 0.0132573111 0.9599044605 0.9867426889
538.0 42.0 0.0419057689 0.0130668749 0.9580942311 0.9869331251
538.0 44.0 0.0442426758 0.0133852210 0.9557573242 0.9866147790
538.0 46.0 0.0472094476 0.0143105865 0.9527905524 0.9856894135
538.0 48.0 0.0509264158 0.0159562573 0.9490735842 0.9840437427
538.0 50.0 0.0555338815 0.0184538890 0.9444661185 0.9815461110
538.0 52.0 0.0611954224 0.0219575475 0.9388045776 0.9780424525
538.0 54.0 0.0681017683 0.0266486034 0.9318982317 0.9733513966
538.0 56.0 0.0764753480 0.0327416413 0.9235246520 0.9672583587
538.0 58.0 0.0865756283 0.0404915795 0.9134243717 0.9595084205
538.0 60.0 0.0987053916 0.0502022404 0.9012946084 0.9497977596
538.0 62.0 0.1132181226 0.0622366650 0.8867818774 0.9377633350
538.0 64.0 0.1305267073 0.0770295373 0.8694732927 0.9229704627
538.0 66.0 0.1511136859 0.0951021706 0.8488863141 0.9048978294
538.0 68.0 0.1755433407 0.1170806230 0.8244566593 0.8829193770
538.0 70.0 0.2044759541 0.1437176520 0.7955240459 0.8562823480
538.0 72.0 0.2386846213 0.1759194020 0.7613153787 0.8240805980
538.0 74.0 0.2790750696 0.2147779589 0.7209249304 0.7852220411
538.0 76.0 0.3267089989 0.2616112109 0.6732910011 0.7383887891
538.0 78.0 0.3828315234 0.3180118579 0.6171684766 0.6819881421
538.0 80.0 0.4489033615 0.3859079379 0.5510966385 0.6140920621
538.0 82.0 0.5266384631 0.4676379316 0.4733615369 0.5323620684
538.0 84.0 0.6180477852 0.5660444286 0.3819522148 0.4339555714
538.0 86.0 0.7254898864 0.6845915632 0.2745101136 0.3154084368
538.0 88.0 0.8517288794 0.8275130686 0.1482711206 0.1724869314
538.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
540.0 0.0 0.0361432050 0.0361432050 0.9638567950 0.9638567950
540.0 2.0 0.0361228148 0.0360340255 0.9638771852 0.9639659745
540.0 4.0 0.0360621953 0.0357079831 0.9639378047 0.9642920169
540.0 6.0 0.0359630157 0.0351695635 0.9640369843 0.9648304365
540.0 8.0 0.0358281077 0.0344262324 0.9641718923 0.9655737676
540.0 10.0 0.0356615431 0.0334884209 0.9643384569 0.9665115791
540.0 12.0 0.0354687421 0.0323695067 0.9645312579 0.9676304933
540.0 14.0 0.0352566187 0.0310857944 0.9647433813 0.9689142056
540.0 16.0 0.0350337620 0.0296564975 0.9649662380 0.9703435025
540.0 18.0 0.0348106601 0.0281037263 0.9651893399 0.9718962737
540.0 20.0 0.0345999703 0.0264524902 0.9654000297 0.9735475098
540.0 22.0 0.0344168400 0.0247307197 0.9655831600 0.9752692803
540.0 24.0 0.0342792871 0.0229693214 0.9657207129 0.9770306786
540.0 26.0 0.0342086458 0.0212022778 0.9657913542 0.9787977222
540.0 28.0 0.0342300890 0.0194668098 0.9657699110 0.9805331902
540.0 30.0 0.0343732379 0.0178036202 0.9656267621 0.9821963798
540.0 32.0 0.0346728718 0.0162572448 0.9653271282 0.9837427552
540.0 34.0 0.0351697546 0.0148765376 0.9648302454 0.9851234624
540.0 36.0 0.0359115969 0.0137153244 0.9640884031 0.9862846756
540.0 38.0 0.0369541748 0.0128332635 0.9630458252 0.9871667365
540.0 40.0 0.0383626326 0.0122969590 0.9616373674 0.9877030410
540.0 42.0 0.0402130002 0.0121813767 0.9597869998 0.9878186233
540.0 44.0 0.0425939610 0.0125716247 0.9574060390 0.9874283753
540.0 46.0 0.0456089151 0.0135651666 0.9543910849 0.9864348334
540.0 48.0 0.0493783886 0.0152745476 0.9506216114 0.9847254524
540.0 50.0 0.0540428499 0.0178307302 0.9459571501 0.9821692698
540.0 52.0 0.0597660060 0.0213871495 0.9402339940 0.9786128505
540.0 54.0 0.0667386653 0.0261246236 0.9332613347 0.9738753764
540.0 56.0 0.0751832683 0.0322572809 0.9248167317 0.9677427191
540.0 58.0 0.0853592092 0.0400396994 0.9146407908 0.9599603006
540.0 60.0 0.0975690921 0.0497755002 0.9024309079 0.9502244998
540.0 62.0 0.1121660939 0.0618276890 0.8878339061 0.9381723110
540.0 64.0 0.1295626377 0.0766311139 0.8704373623 0.9233688861
540.0 66.0 0.1502406174 0.0947074936 0.8497593826 0.9052925064
540.0 68.0 0.1747634595 0.1166835843 0.8252365405 0.8833164157
540.0 70.0 0.2037903559 0.1433132006 0.7962096441 0.8566867994
540.0 72.0 0.2380930625 0.1755039875 0.7619069375 0.8244960125
540.0 74.0 0.2785757194 0.2143500808 0.7214242806 0.7856499192
540.0 76.0 0.3262982214 0.2611721044 0.6737017786 0.7388278956
540.0 78.0 0.3825037389 0.3175663532 0.6174962611 0.6824336468
540.0 80.0 0.4486510630 0.3854655411 0.5513489370 0.6145344589
540.0 82.0 0.5264525084 0.4672141928 0.4735474916 0.5327858072
540.0 84.0 0.6179181476 0.5656626835 0.3820818524 0.4343373165
540.0 86.0 0.7254071382 0.6842851715 0.2745928618 0.3157148285
540.0 88.0 0.8516868159 0.8273283274 0.1483131841 0.1726716726
540.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
542.0 0.0 0.0342267308 0.0342267308 0.9657732692 0.9657732692
542.0 2.0 0.0342067391 0.0341208528 0.9657932609 0.9658791472
542.0 4.0 0.0341473219 0.0338046971 0.9658526781 0.9661953029
542.0 6.0 0.0340501678 0.0332826944 0.9659498322 0.9667173056
542.0 8.0 0.0339181415 0.0325622179 0.9660818585 0.9674377821
542.0 10.0 0.0337553606 0.0316535675 0.9662446394 0.9683464325
542.0 12.0 0.0335673044 0.0305699492 0.9664326956 0.9694300508
542.0 14.0 0.0333609590 0.0293274536 0.9666390410 0.9706725464
542.0 16.0 0.0331449989 0.0279450354 0.9668550011 0.9720549646
542.0 18.0 0.0329300108 0.0264445000 0.9670699892 0.9735555000
542.0 20.0 0.0327287635 0.0248505033 0.9672712365 0.9751494967
542.0 22.0 0.0325565290 0.0231905732 0.9674434710 0.9768094268
542.0 24.0 0.0324314623 0.0214951634 0.9675685377 0.9785048366
542.0 26.0 0.0323750473 0.0197977540 0.9676249527 0.9802022460
542.0 28.0 0.0324126187 0.0181350147 0.9675873813 0.9818649853
542.0 30.0 0.0325739705 0.0165470517 0.9674260295 0.9834529483
542.0 32.0 0.0328940653 0.0150777617 0.9671059347 0.9849222383
542.0 34.0 0.0334138596 0.0137753229 0.9665861404 0.9862246771
542.0 36.0 0.0341812644 0.0126928545 0.9658187356 0.9873071455
542.0 38.0 0.0352522617 0.0118892861 0.9647477383 0.9881107139
542.0 40.0 0.0366922050 0.0114304786 0.9633077950 0.9885695214
542.0 42.0 0.0385773329 0.0113906514 0.9614226671 0.9886093486
542.0 44.0 0.0409965335 0.0118541731 0.9590034665 0.9881458269
542.0 46.0 0.0440534024 0.0129177858 0.9559465976 0.9870822142
542.0 48.0 0.0478686455 0.0146933445 0.9521313545 0.9853066555
542.0 50.0 0.0525828879 0.0173111641 0.9474171121 0.9826888359
542.0 52.0 0.0583599612 0.0209240882 0.9416400388 0.9790759118
542.0 54.0 0.0653907552 0.0257124130 0.9346092448 0.9742875870
542.0 56.0 0.0738977360 0.0318898288 0.9261022640 0.9681101712
542.0 58.0 0.0841402530 0.0397105745 0.9158597470 0.9602894255
542.0 60.0 0.0964207780 0.0494780491 0.9035792220 0.9505219509
542.0 62.0 0.1110922504 0.0615551724 0.8889077496 0.9384448276
542.0 64.0 0.1285667303 0.0763768670 0.8714332697 0.9236231330
542.0 66.0 0.1493256049 0.0944651146 0.8506743951 0.9055348854
542.0 68.0 0.1739316323 0.1164471582 0.8260683677 0.8835528418
542.0 70.0 0.2030431636 0.1430775659 0.7969568364 0.8569224341
542.0 72.0 0.2374309410 0.1752650557 0.7625690590 0.8247349443
542.0 74.0 0.2779979374 0.2141052222 0.7220020626 0.7858947778
542.0 76.0 0.3258027787 0.2609206137 0.6741972213 0.7390793863
542.0 78.0 0.3820873686 0.3173100137 0.6179126314 0.6826899863
542.0 80.0 0.4483094179 0.3852093094 0.5516905821 0.6147906906
542.0 82.0 0.5261806558 0.4669670315 0.4738193442 0.5330329685
542.0 84.0 0.6177115567 0.5654385784 0.3822884433 0.4345614216
542.0 86.0 0.7252634360 0.6841043842 0.2747365640 0.3158956158
542.0 88.0 0.8516087173 0.8272189609 0.1483912827 0.1727810391
542.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
544.0 0.0 0.0323762752 0.0323762752 0.9676237248 0.9676237248
544.0 2.0 0.0323567326 0.0322736527 0.9676432674 0.9677263473
544.0 4.0 0.0322986692 0.0319672444 0.9677013308 0.9680327556
544.0 6.0 0.0322037937 0.0314614241 0.9677962063 0.9685385759
544.0 8.0 0.0320750041 0.0307634697 0.9679249959 0.9692365303
544.0 10.0 0.0319164649 0.0298835453 0.9680835351 0.9701164547
544.0 12.0 0.0317337156 0.0288346800 0.9682662844 0.9711653200
544.0 14.0 0.0315338159 0.0276327440 0.9684661841 0.9723672560
544.0 16.0 0.0313255272 0.0262964267 0.9686744728 0.9737035733
544.0 18.0 0.0311195368 0.0248472212 0.9688804632 0.9751527788
544.0 20.0 0.0309287270 0.0233094227 0.9690712730 0.9766905773
544.0 22.0 0.0307684968 0.0217101492 0.9692315032 0.9782898508
544.0 24.0 0.0306571410 0.0200793948 0.9693428590 0.9799206052
544.0 26.0 0.0306162960 0.0184501309 0.9693837040 0.9815498691
544.0 28.0 0.0306714608 0.0168584710 0.9693285392 0.9831415290
544.0 30.0 0.0308526054 0.0153439203 0.9691473946 0.9846560797
544.0 32.0 0.0311948789 0.0139497342 0.9688051211 0.9860502658
544.0 34.0 0.0317394335 0.0127234137 0.9682605665 0.9872765863
544.0 36.0 0.0325343832 0.0117173727 0.9674656168 0.9882826273
544.0 38.0 0.0336359186 0.0109898138 0.9663640814 0.9890101862
544.0 40.0 0.0351096045 0.0106058596 0.9648903955 0.9893941404
544.0 42.0 0.0370318897 0.0106389887 0.9629681103 0.9893610113
544.0 44.0 0.0394918676 0.0111728378 0.9605081324 0.9888271622
544.0 46.0 0.0425933278 0.0123034371 0.9574066722 0.9876965629
544.0 48.0 0.0464571532 0.0141419615 0.9535428468 0.9858580385
544.0 50.0 0.0512241198 0.0168180902 0.9487758802 0.9831819098
544.0 52.0 0.0570581743 0.0204840884 0.9429418257 0.9795159116
544.0 54.0 0.0641502736 0.0253197443 0.9358497264 0.9746802557
544.0 56.0 0.0727228888 0.0315383252 0.9272771112 0.9684616748
544.0 58.0 0.0830352952 0.0393937482 0.9169647048 0.9606062518
544.0 60.0 0.0953897918 0.0491892086 0.9046102082 0.9508107914
544.0 62.0 0.1101390249 0.0612875625 0.8898609751 0.9387124375
544.0 64.0 0.1276946170 0.0761238330 0.8723053830 0.9238761670
544.0 66.0 0.1485373477 0.0942202971 0.8514626523 0.9057797029
544.0 68.0 0.1732291719 0.1162047259 0.8267708281 0.8837952741
544.0 70.0 0.2024274202 0.1428324943 0.7975725798 0.8571675057
544.0 72.0 0.2369015816 0.1750134645 0.7630984184 0.8249865355
544.0 74.0 0.2775531435 0.2138447837 0.7224468565 0.7861552163
544.0 76.0 0.3254390395 0.2606510507 0.6745609605 0.7393489493
544.0 78.0 0.3817993441 0.3170337054 0.6182006559 0.6829662946
544.0 80.0 0.4480899399 0.3849320320 0.5519100601 0.6150679680
544.0 82.0 0.5260209746 0.4666988627 0.4739790254 0.5333011373
544.0 84.0 0.6176019991 0.5651950077 0.3823980009 0.4348049923
544.0 86.0 0.7251947222 0.6839076828 0.2748052778 0.3160923172
544.0 88.0 0.8515743052 0.8270998928 0.1484256948 0.1729001072
544.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
546.0 0.0 0.0305912990 0.0305912990 0.9694087010 0.9694087010
546.0 2.0 0.0305722547 0.0304918841 0.9694277453 0.9695081159
546.0 4.0 0.0305156931 0.0301950792 0.9694843069 0.9698049208
546.0 6.0 0.0304233433 0.0297051996 0.9695766567 0.9702948004
546.0 8.0 0.0302981375 0.0290294243 0.9697018625 0.9709705757
546.0 10.0 0.0301442874 0.0281777780 0.9698557126 0.9718222220
546.0 12.0 0.0299673941 0.0271631077 0.9700326059 0.9728368923
546.0 14.0 0.0297745921 0.0260010575 0.9702254079 0.9739989425
546.0 16.0 0.0295747315 0.0247100451 0.9704252685 0.9752899549
546.0 18.0 0.0293786016 0.0233112446 0.9706213984 0.9766887554
546.0 20.0 0.0291992005 0.0218285839 0.9708007995 0.9781714161
546.0 22.0 0.0290520563 0.0202887642 0.9709479437 0.9797112358
546.0 24.0 0.0289556060 0.0187213140 0.9710443940 0.9812786860
546.0 26.0 0.0289316409 0.0171586905 0.9710683591 0.9828413095
546.0 28.0 0.0290058273 0.0156364465 0.9709941727 0.9843635535
546.0 30.0 0.0292083139 0.0141934831 0.9707916861 0.9858065169
546.0 32.0 0.0295744391 0.0128724121 0.9704255609 0.9871275879
546.0 34.0 0.0301455533 0.0117200574 0.9698544467 0.9882799426
546.0 36.0 0.0309699764 0.0107881283 0.9690300236 0.9892118717
546.0 38.0 0.0321041100 0.0101341041 0.9678958900 0.9898658959
546.0 40.0 0.0336137317 0.0098223733 0.9663862683 0.9901776267
546.0 42.0 0.0355755019 0.0099256804 0.9644244981 0.9900743196
546.0 44.0 0.0380787189 0.0105269379 0.9619212811 0.9894730621
546.0 46.0 0.0412273655 0.0117214736 0.9587726345 0.9882785264
546.0 48.0 0.0451424978 0.0136197928 0.9548575022 0.9863802072
546.0 50.0 0.0499650368 0.0163509510 0.9500349632 0.9836490490
546.0 52.0 0.0558590347 0.0200666473 0.9441409653 0.9799333527
546.0 54.0 0.0630155012 0.0249461759 0.9369844988 0.9750538241
546.0 56.0 0.0716568916 0.0312023961 0.9283431084 0.9687976039
546.0 58.0 0.0820423781 0.0390889190 0.9179576219 0.9609110810
546.0 60.0 0.0944740471 0.0489087547 0.9055259529 0.9510912453
546.0 62.0 0.1093041976 0.0610247165 0.8906958024 0.9389752835
546.0 64.0 0.1269439413 0.0758719530 0.8730560587 0.9241280470
546.0 66.0 0.1478733515 0.0939730677 0.8521266485 0.9060269323
546.0 68.0 0.1726534492 0.1159563989 0.8273465508 0.8840436011
546.0 70.0 0.2019403693 0.1425781804 0.7980596307 0.8574218196
546.0 72.0 0.2365021155 0.1747494867 0.7634978845 0.8252505133
546.0 74.0 0.2772383806 0.2135691093 0.7227616194 0.7864308907
546.0 76.0 0.3252039961 0.2603638193 0.6747960039 0.7396361807
546.0 78.0 0.3816366616 0.3167378772 0.6183633384 0.6832621228
546.0 80.0 0.4479897058 0.3846341817 0.5520102942 0.6153658183
546.0 82.0 0.5259707292 0.4664101561 0.4740292708 0.5335898439
546.0 84.0 0.6175870721 0.5649324026 0.3824129279 0.4350675974
546.0 86.0 0.7251991195 0.6836954154 0.2748008805 0.3163045846
546.0 88.0 0.8515824794 0.8269713318 0.1484175206 0.1730286682
546.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
548.0 0.0 0.0288712273 0.0288712273 0.9711287727 0.9711287727
548.0 2.0 0.0288527295 0.0287749709 0.9711472705 0.9712250291
548.0 4.0 0.0287978144 0.0284876214 0.9712021856 0.9715123786
548.0 6.0 0.0287082316 0.0280134334 0.9712917684 0.9719865666
548.0 8.0 0.0285869480 0.0273594847 0.9714130520 0.9726405153
548.0 10.0 0.0284382238 0.0265356566 0.9715617762 0.9734643434
548.0 12.0 0.0282677223 0.0255546092 0.9717322777 0.9744453908
548.0 14.0 0.0280826542 0.0244317554 0.9719173458 0.9755682446
548.0 16.0 0.0278919596 0.0231852350 0.9721080404 0.9768147650
548.0 18.0 0.0277065316 0.0218358972 0.9722934684 0.9781641028
548.0 20.0 0.0275394861 0.0204072960 0.9724605139 0.9795927040
548.0 22.0 0.0274064821 0.0189257104 0.9725935179 0.9810742896
548.0 24.0 0.0273261011 0.0174201971 0.9726738989 0.9825798029
548.0 26.0 0.0273202918 0.0159226947 0.9726797082 0.9840773053
548.0 28.0 0.0274148902 0.0144681914 0.9725851098 0.9855318086
548.0 30.0 0.0276402262 0.0130949815 0.9723597738 0.9869050185
548.0 32.0 0.0280318300 0.0118450320 0.9719681700 0.9881549680
548.0 34.0 0.0286312531 0.0107644899 0.9713687469 0.9892355101
548.0 36.0 0.0294870233 0.0099043620 0.9705129767 0.9900956380
548.0 38.0 0.0306557551 0.0093214075 0.9693442449 0.9906785925
548.0 40.0 0.0322034405 0.0090792863 0.9677965595 0.9909207137
548.0 42.0 0.0342069523 0.0092500153 0.9657930477 0.9907499847
548.0 44.0 0.0367557935 0.0099157912 0.9632442065 0.9900842088
548.0 46.0 0.0399541382 0.0111712486 0.9600458618 0.9888287514
548.0 48.0 0.0439232121 0.0131262343 0.9560767879 0.9868737657
548.0 50.0 0.0488040748 0.0159091912 0.9511959252 0.9840908088
548.0 52.0 0.0547608743 0.0196712653 0.9452391257 0.9803287347
548.0 54.0 0.0619846585 0.0245912700 0.9380153415 0.9754087300
548.0 56.0 0.0706978465 0.0308816710 0.9293021535 0.9691183290
548.0 58.0 0.0811594784 0.0387957892 0.9188405216 0.9612042108
548.0 60.0 0.0936713891 0.0486364668 0.9063286109 0.9513635332
548.0 62.0 0.1085854767 0.0607664942 0.8914145233 0.9392335058
548.0 64.0 0.1263122705 0.0756211697 0.8736877295 0.9243788303
548.0 66.0 0.1473310420 0.0937234528 0.8526689580 0.9062765472
548.0 68.0 0.1722017504 0.1157022875 0.8277982496 0.8842977125
548.0 70.0 0.2015791655 0.1423148158 0.7984208345 0.8576851842
548.0 72.0 0.2362295801 0.1744733907 0.7637704199 0.8255266093
548.0 74.0 0.2770505936 0.2132785365 0.7229494064 0.7867214635
548.0 76.0 0.3250945380 0.2600593156 0.6749054620 0.7399406844
548.0 78.0 0.3815962106 0.3164229681 0.6184037894 0.6835770319
548.0 80.0 0.4480056841 0.3843162206 0.5519943159 0.6156837794
548.0 82.0 0.5260270772 0.4661013701 0.4739729228 0.5338986299
548.0 84.0 0.6176642722 0.5646511838 0.3823357278 0.4353488162
548.0 86.0 0.7252746653 0.6834679208 0.2747253347 0.3165320792
548.0 88.0 0.8516320855 0.8268334810 0.1483679145 0.1731665190
548.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
550.0 0.0 0.0272154524 0.0272154524 0.9727845476 0.9727845476
550.0 2.0 0.0271975480 0.0271223039 0.9728024520 0.9728776961
550.0 4.0 0.0271444202 0.0268442573 0.9728555798 0.9731557427
550.0 6.0 0.0270578398 0.0263855055 0.9729421602 0.9736144945
550.0 8.0 0.0269408085 0.0257530220 0.9730591915 0.9742469780
550.0 10.0 0.0267976358 0.0249565409 0.9732023642 0.9750434591
550.0 12.0 0.0266340484 0.0240085316 0.9733659516 0.9759914684
550.0 14.0 0.0264573341 0.0229241702 0.9735426659 0.9770758298
550.0 16.0 0.0262765245 0.0217213136 0.9737234755 0.9782786864
550.0 18.0 0.0261026182 0.0204204800 0.9738973818 0.9795795200
550.0 20.0 0.0259488502 0.0190448444 0.9740511498 0.9809551556
550.0 22.0 0.0258310127 0.0176202573 0.9741689873 0.9823797427
550.0 24.0 0.0257678335 0.0161752998 0.9742321665 0.9838247002
550.0 26.0 0.0257814211 0.0147413868 0.9742185789 0.9852586132
550.0 28.0 0.0258977833 0.0133529392 0.9741022167 0.9866470608
550.0 30.0 0.0261474338 0.0120476424 0.9738525662 0.9879523576
550.0 32.0 0.0265660967 0.0108668182 0.9734339033 0.9891331818
550.0 34.0 0.0271955266 0.0098559372 0.9728044734 0.9901440628
550.0 36.0 0.0280844616 0.0090653062 0.9719155384 0.9909346938
550.0 38.0 0.0292897305 0.0085509686 0.9707102695 0.9914490314
550.0 40.0 0.0308775413 0.0083758610 0.9691224587 0.9916241390
550.0 42.0 0.0329249791 0.0086112800 0.9670750209 0.9913887200
550.0 44.0 0.0355217513 0.0093387146 0.9644782487 0.9906612854
550.0 46.0 0.0387722209 0.0106521163 0.9612277791 0.9893478837
550.0 48.0 0.0427977795 0.0126606835 0.9572022205 0.9873393165
