x(m)	y(m)	Flux(W/m2)
-1.96721	0.717391	1.08286e+06
-1.83607	0.717391	977586
-1.70492	0.717391	1.23326e+06
-1.57377	0.717391	1.44382e+06
-1.44262	0.717391	1.80477e+06
-1.31148	0.717391	2.04541e+06
-1.18033	0.717391	2.09053e+06
-1.04918	0.717391	2.67708e+06
-0.918033	0.717391	2.75228e+06
-0.786885	0.717391	3.26363e+06
-0.655738	0.717391	3.54939e+06
-0.52459	0.717391	4.81273e+06
-0.393443	0.717391	4.55706e+06
-0.262295	0.717391	4.72249e+06
-0.131148	0.717391	5.00825e+06
4.44089e-16	0.717391	5.47448e+06
0.131148	0.717391	4.94809e+06
0.262295	0.717391	4.82777e+06
0.393443	0.717391	4.99321e+06
0.52459	0.717391	4.37658e+06
0.655738	0.717391	3.62459e+06
0.786885	0.717391	3.66971e+06
0.918033	0.717391	2.63196e+06
1.04918	0.717391	2.30109e+06
1.18033	0.717391	2.5718e+06
1.31148	0.717391	1.98525e+06
1.44262	0.717391	1.74462e+06
1.57377	0.717391	1.15806e+06
1.70492	0.717391	1.2483e+06
1.83607	0.717391	917427
1.96721	0.717391	857268
2.09836	0.717391	857268
2.22951	0.717391	601592
2.36066	0.717391	601592
2.4918	0.717391	391035
2.62295	0.717391	391035
2.7541	0.717391	180477
2.88525	0.717391	180477
3.01639	0.717391	120318
3.14754	0.717391	165438
3.27869	0.717391	60159.2
3.40984	0.717391	105279
3.54098	0.717391	30079.6
3.67213	0.717391	60159.2
3.80328	0.717391	30079.6
3.93443	0.717391	15039.8
-3.93443	0.847826	15039.8
-3.80328	0.847826	30079.6
-3.67213	0.847826	75199
-3.54098	0.847826	30079.6
-3.40984	0.847826	90238.7
-3.27869	0.847826	90238.7
-3.14754	0.847826	195517
-3.01639	0.847826	165438
-2.88525	0.847826	135358
-2.7541	0.847826	315836
-2.62295	0.847826	375995
-2.4918	0.847826	375995
-2.36066	0.847826	571512
-2.22951	0.847826	601592
-2.09836	0.847826	782069
-1.96721	0.847826	782069
-1.83607	0.847826	1.06783e+06
-1.70492	0.847826	1.0979e+06
-1.57377	0.847826	1.23326e+06
-1.44262	0.847826	1.68446e+06
-1.31148	0.847826	1.50398e+06
-1.18033	0.847826	2.42141e+06
-1.04918	0.847826	2.27101e+06
-0.918033	0.847826	2.36125e+06
-0.786885	0.847826	2.96284e+06
-0.655738	0.847826	3.36891e+06
-0.52459	0.847826	3.83515e+06
-0.393443	0.847826	4.1961e+06
-0.262295	0.847826	4.24122e+06
-0.131148	0.847826	4.15098e+06
4.44089e-16	0.847826	4.6473e+06
0.131148	0.847826	4.30138e+06
0.262295	0.847826	4.30138e+06
0.393443	0.847826	3.74491e+06
0.52459	0.847826	3.54939e+06
0.655738	0.847826	3.06812e+06
0.786885	0.847826	2.73724e+06
0.918033	0.847826	2.46653e+06
1.04918	0.847826	2.28605e+06
1.18033	0.847826	1.84989e+06
1.31148	0.847826	1.78974e+06
1.44262	0.847826	1.51902e+06
1.57377	0.847826	1.15806e+06
1.70492	0.847826	1.03775e+06
1.83607	0.847826	857268
1.96721	0.847826	736950
2.09836	0.847826	496313
2.22951	0.847826	631671
2.36066	0.847826	436154
2.4918	0.847826	345915
2.62295	0.847826	345915
2.7541	0.847826	300796
2.88525	0.847826	135358
3.01639	0.847826	150398
3.14754	0.847826	165438
3.27869	0.847826	90238.7
3.40984	0.847826	60159.2
3.54098	0.847826	105279
3.67213	0.847826	30079.6
3.80328	0.847826	60159.2
3.93443	0.847826	0
-3.93443	0.978261	15039.8
-3.80328	0.978261	15039.8
-3.67213	0.978261	75199
-3.54098	0.978261	90238.7
-3.40984	0.978261	60159.2
-3.27869	0.978261	105279
-3.14754	0.978261	180477
-3.01639	0.978261	135358
-2.88525	0.978261	165438
-2.7541	0.978261	180477
-2.62295	0.978261	240637
-2.4918	0.978261	345915
-2.36066	0.978261	466234
-2.22951	0.978261	571512
-2.09836	0.978261	571512
-1.96721	0.978261	706870
-1.83607	0.978261	947507
-1.70492	0.978261	1.11294e+06
-1.57377	0.978261	1.03775e+06
-1.44262	0.978261	1.35358e+06
-1.31148	0.978261	1.48894e+06
-1.18033	0.978261	1.56414e+06
-1.04918	0.978261	2.06045e+06
-0.918033	0.978261	2.42141e+06
-0.786885	0.978261	2.49661e+06
-0.655738	0.978261	2.42141e+06
-0.52459	0.978261	2.60188e+06
-0.393443	0.978261	3.15836e+06
-0.262295	0.978261	3.39899e+06
-0.131148	0.978261	3.32379e+06
4.44089e-16	0.978261	3.36891e+06
0.131148	0.978261	3.74491e+06
0.262295	0.978261	3.1734e+06
0.393443	0.978261	2.90268e+06
0.52459	0.978261	3.24859e+06
0.655738	0.978261	2.61692e+06
0.786885	0.978261	2.58684e+06
0.918033	0.978261	2.12061e+06
1.04918	0.978261	1.78974e+06
1.18033	0.978261	1.68446e+06
1.31148	0.978261	1.44382e+06
1.44262	0.978261	1.35358e+06
1.57377	0.978261	1.0979e+06
1.70492	0.978261	857268
1.83607	0.978261	676791
1.96721	0.978261	526393
2.09836	0.978261	812149
2.22951	0.978261	646711
2.36066	0.978261	375995
2.4918	0.978261	375995
2.62295	0.978261	285756
2.7541	0.978261	300796
2.88525	0.978261	255676
3.01639	0.978261	120318
3.14754	0.978261	180477
3.27869	0.978261	120318
3.40984	0.978261	120318
3.54098	0.978261	45119.4
3.67213	0.978261	0
3.80328	0.978261	0
3.93443	0.978261	15039.8
-3.93443	1.1087	0
-3.80328	1.1087	15039.8
-3.67213	1.1087	45119.4
-3.54098	1.1087	90238.7
-3.40984	1.1087	90238.7
-3.27869	1.1087	90238.7
-3.14754	1.1087	60159.2
-3.01639	1.1087	165438
-2.88525	1.1087	255676
-2.7541	1.1087	225597
-2.62295	1.1087	255676
-2.4918	1.1087	285756
-2.36066	1.1087	345915
-2.22951	1.1087	375995
-2.09836	1.1087	631671
-1.96721	1.1087	767029
-1.83607	1.1087	721910
-1.70492	1.1087	827189
-1.57377	1.1087	571512
-1.44262	1.1087	1.1731e+06
-1.31148	1.1087	1.05279e+06
-1.18033	1.1087	1.48894e+06
-1.04918	1.1087	1.57918e+06
-0.918033	1.1087	1.89501e+06
-0.786885	1.1087	1.86493e+06
-0.655738	1.1087	2.18077e+06
-0.52459	1.1087	2.52668e+06
-0.393443	1.1087	2.48157e+06
-0.262295	1.1087	2.33117e+06
-0.131148	1.1087	2.67708e+06
4.44089e-16	1.1087	2.96284e+06
0.131148	1.1087	2.45149e+06
0.262295	1.1087	2.54172e+06
0.393443	1.1087	2.49661e+06
0.52459	1.1087	2.46653e+06
0.655738	1.1087	2.33117e+06
0.786885	1.1087	1.95517e+06
0.918033	1.1087	1.56414e+06
1.04918	1.1087	1.83485e+06
1.18033	1.1087	1.75966e+06
1.31148	1.1087	1.66942e+06
1.44262	1.1087	1.30846e+06
1.57377	1.1087	1.23326e+06
1.70492	1.1087	887348
1.83607	1.1087	646711
1.96721	1.1087	646711
2.09836	1.1087	721910
2.22951	1.1087	706870
2.36066	1.1087	421114
2.4918	1.1087	451194
2.62295	1.1087	135358
2.7541	1.1087	195517
2.88525	1.1087	255676
3.01639	1.1087	135358
3.14754	1.1087	180477
3.27869	1.1087	60159.2
3.40984	1.1087	30079.6
3.54098	1.1087	45119.4
3.67213	1.1087	15039.8
3.80328	1.1087	15039.8
3.93443	1.1087	15039.8
-3.93443	1.23913	15039.8
-3.80328	1.23913	45119.4
-3.67213	1.23913	30079.6
-3.54098	1.23913	45119.4
-3.40984	1.23913	15039.8
-3.27869	1.23913	75199
-3.14754	1.23913	165438
-3.01639	1.23913	15039.8
-2.88525	1.23913	120318
-2.7541	1.23913	180477
-2.62295	1.23913	210557
-2.4918	1.23913	285756
-2.36066	1.23913	255676
-2.22951	1.23913	375995
-2.09836	1.23913	375995
-1.96721	1.23913	691830
-1.83607	1.23913	496313
-1.70492	1.23913	842228
-1.57377	1.23913	1.15806e+06
-1.44262	1.23913	812149
-1.31148	1.23913	1.3987e+06
-1.18033	1.23913	1.6243e+06
-1.04918	1.23913	1.44382e+06
-0.918033	1.23913	1.50398e+06
-0.786885	1.23913	1.91005e+06
-0.655738	1.23913	1.95517e+06
-0.52459	1.23913	2.04541e+06
-0.393443	1.23913	2.03037e+06
-0.262295	1.23913	2.13565e+06
-0.131148	1.23913	2.34621e+06
4.44089e-16	1.23913	2.46653e+06
0.131148	1.23913	2.06045e+06
0.262295	1.23913	2.34621e+06
0.393443	1.23913	2.03037e+06
0.52459	1.23913	1.80477e+06
0.655738	1.23913	1.68446e+06
0.786885	1.23913	1.80477e+06
0.918033	1.23913	1.66942e+06
1.04918	1.23913	1.5491e+06
1.18033	1.23913	1.29342e+06
1.31148	1.23913	1.02271e+06
1.44262	1.23913	962547
1.57377	1.23913	797109
1.70492	1.23913	1.00767e+06
1.83607	1.23913	586552
1.96721	1.23913	616631
2.09836	1.23913	496313
2.22951	1.23913	391035
2.36066	1.23913	375995
2.4918	1.23913	345915
2.62295	1.23913	180477
2.7541	1.23913	150398
2.88525	1.23913	180477
3.01639	1.23913	150398
3.14754	1.23913	90238.7
3.27869	1.23913	75199
3.40984	1.23913	60159.2
3.54098	1.23913	45119.4
3.67213	1.23913	15039.8
3.80328	1.23913	30079.6
3.93443	1.23913	30079.6
-3.93443	1.36957	15039.8
-3.80328	1.36957	45119.4
-3.67213	1.36957	45119.4
-3.54098	1.36957	45119.4
-3.40984	1.36957	30079.6
-3.27869	1.36957	45119.4
-3.14754	1.36957	45119.4
-3.01639	1.36957	75199
-2.88525	1.36957	135358
-2.7541	1.36957	150398
-2.62295	1.36957	195517
-2.4918	1.36957	270716
-2.36066	1.36957	195517
-2.22951	1.36957	300796
-2.09836	1.36957	375995
-1.96721	1.36957	571512
-1.83607	1.36957	661751
-1.70492	1.36957	767029
-1.57377	1.36957	1.00767e+06
-1.44262	1.36957	947507
-1.31148	1.36957	1.12798e+06
-1.18033	1.36957	1.02271e+06
-1.04918	1.36957	1.2483e+06
-0.918033	1.36957	1.53406e+06
-0.786885	1.36957	1.4739e+06
-0.655738	1.36957	1.57918e+06
-0.52459	1.36957	1.7747e+06
-0.393443	1.36957	1.86493e+06
-0.262295	1.36957	1.5491e+06
-0.131148	1.36957	1.6243e+06
4.44089e-16	1.36957	1.6995e+06
0.131148	1.36957	1.6995e+06
0.262295	1.36957	1.75966e+06
0.393443	1.36957	1.65438e+06
0.52459	1.36957	1.56414e+06
0.655738	1.36957	1.50398e+06
0.786885	1.36957	1.27838e+06
0.918033	1.36957	1.26334e+06
1.04918	1.36957	1.05279e+06
1.18033	1.36957	1.0979e+06
1.31148	1.36957	767029
1.44262	1.36957	887348
1.57377	1.36957	691830
1.70492	1.36957	676791
1.83607	1.36957	466234
1.96721	1.36957	721910
2.09836	1.36957	556472
2.22951	1.36957	391035
2.36066	1.36957	285756
2.4918	1.36957	345915
2.62295	1.36957	165438
2.7541	1.36957	120318
2.88525	1.36957	135358
3.01639	1.36957	165438
3.14754	1.36957	135358
3.27869	1.36957	30079.6
3.40984	1.36957	150398
3.54098	1.36957	45119.4
3.67213	1.36957	75199
3.80328	1.36957	30079.6
3.93443	1.36957	15039.8
-3.93443	1.5	45119.4
-3.80328	1.5	15039.8
-3.67213	1.5	0
-3.54098	1.5	30079.6
-3.40984	1.5	30079.6
-3.27869	1.5	30079.6
-3.14754	1.5	30079.6
-3.01639	1.5	75199
-2.88525	1.5	135358
-2.7541	1.5	135358
-2.62295	1.5	135358
-2.4918	1.5	165438
-2.36066	1.5	180477
-2.22951	1.5	180477
-2.09836	1.5	391035
-1.96721	1.5	406074
-1.83607	1.5	556472
-1.70492	1.5	571512
-1.57377	1.5	751990
-1.44262	1.5	646711
-1.31148	1.5	812149
-1.18033	1.5	1.02271e+06
-1.04918	1.5	887348
-0.918033	1.5	1.02271e+06
-0.786885	1.5	992626
-0.655738	1.5	1.29342e+06
-0.52459	1.5	1.26334e+06
-0.393443	1.5	1.42878e+06
-0.262295	1.5	1.41374e+06
-0.131148	1.5	1.51902e+06
4.44089e-16	1.5	1.50398e+06
0.131148	1.5	1.38366e+06
0.262295	1.5	1.41374e+06
0.393443	1.5	1.51902e+06
0.52459	1.5	1.35358e+06
0.655738	1.5	1.21822e+06
0.786885	1.5	1.02271e+06
0.918033	1.5	1.08286e+06
1.04918	1.5	887348
1.18033	1.5	827189
1.31148	1.5	721910
1.44262	1.5	721910
1.57377	1.5	691830
1.70492	1.5	676791
1.83607	1.5	345915
1.96721	1.5	315836
2.09836	1.5	315836
2.22951	1.5	135358
2.36066	1.5	255676
2.4918	1.5	210557
2.62295	1.5	150398
2.7541	1.5	135358
2.88525	1.5	60159.2
3.01639	1.5	45119.4
3.14754	1.5	30079.6
3.27869	1.5	60159.2
3.40984	1.5	30079.6
3.54098	1.5	30079.6
3.67213	1.5	15039.8
3.80328	1.5	15039.8
3.93443	1.5	0
-3.93443	1.63043	45119.4
-3.80328	1.63043	30079.6
-3.67213	1.63043	45119.4
-3.54098	1.63043	45119.4
-3.40984	1.63043	0
-3.27869	1.63043	45119.4
-3.14754	1.63043	75199
-3.01639	1.63043	105279
-2.88525	1.63043	45119.4
-2.7541	1.63043	135358
-2.62295	1.63043	105279
-2.4918	1.63043	195517
-2.36066	1.63043	180477
-2.22951	1.63043	180477
-2.09836	1.63043	466234
-1.96721	1.63043	330875
-1.83607	1.63043	481273
-1.70492	1.63043	421114
-1.57377	1.63043	556472
-1.44262	1.63043	556472
-1.31148	1.63043	736950
-1.18033	1.63043	827189
-1.04918	1.63043	887348
-0.918033	1.63043	767029
-0.786885	1.63043	797109
-0.655738	1.63043	1.05279e+06
-0.52459	1.63043	1.00767e+06
-0.393443	1.63043	1.06783e+06
-0.262295	1.63043	1.18814e+06
-0.131148	1.63043	1.23326e+06
4.44089e-16	1.63043	947507
0.131148	1.63043	917427
0.262295	1.63043	1.26334e+06
0.393443	1.63043	1.12798e+06
0.52459	1.63043	1.05279e+06
0.655738	1.63043	917427
0.786885	1.63043	827189
0.918033	1.63043	857268
1.04918	1.63043	842228
1.18033	1.63043	812149
1.31148	1.63043	767029
1.44262	1.63043	616631
1.57377	1.63043	586552
1.70492	1.63043	451194
1.83607	1.63043	345915
1.96721	1.63043	270716
2.09836	1.63043	466234
2.22951	1.63043	240637
2.36066	1.63043	180477
2.4918	1.63043	270716
2.62295	1.63043	165438
2.7541	1.63043	165438
2.88525	1.63043	120318
3.01639	1.63043	150398
3.14754	1.63043	75199
3.27869	1.63043	45119.4
3.40984	1.63043	45119.4
3.54098	1.63043	0
3.67213	1.63043	60159.2
3.80328	1.63043	45119.4
3.93443	1.63043	0
-3.93443	1.76087	0
-3.80328	1.76087	0
-3.67213	1.76087	45119.4
-3.54098	1.76087	0
-3.40984	1.76087	15039.8
-3.27869	1.76087	75199
-3.14754	1.76087	75199
-3.01639	1.76087	90238.7
-2.88525	1.76087	60159.2
-2.7541	1.76087	105279
-2.62295	1.76087	30079.6
-2.4918	1.76087	105279
-2.36066	1.76087	120318
-2.22951	1.76087	150398
-2.09836	1.76087	345915
-1.96721	1.76087	315836
-1.83607	1.76087	270716
-1.70492	1.76087	345915
-1.57377	1.76087	451194
-1.44262	1.76087	556472
-1.31148	1.76087	496313
-1.18033	1.76087	511353
-1.04918	1.76087	436154
-0.918033	1.76087	646711
-0.786885	1.76087	676791
-0.655738	1.76087	812149
-0.52459	1.76087	1.03775e+06
-0.393443	1.76087	872308
-0.262295	1.76087	842228
-0.131148	1.76087	1.02271e+06
4.44089e-16	1.76087	917427
0.131148	1.76087	751990
0.262295	1.76087	767029
0.393443	1.76087	902387
0.52459	1.76087	902387
0.655738	1.76087	676791
0.786885	1.76087	556472
0.918033	1.76087	571512
1.04918	1.76087	541432
1.18033	1.76087	556472
1.31148	1.76087	616631
1.44262	1.76087	300796
1.57377	1.76087	391035
1.70492	1.76087	436154
1.83607	1.76087	240637
1.96721	1.76087	270716
2.09836	1.76087	180477
2.22951	1.76087	240637
2.36066	1.76087	120318
2.4918	1.76087	105279
2.62295	1.76087	105279
2.7541	1.76087	135358
2.88525	1.76087	90238.7
3.01639	1.76087	105279
3.14754	1.76087	45119.4
3.27869	1.76087	60159.2
3.40984	1.76087	15039.8
3.54098	1.76087	15039.8
3.67213	1.76087	15039.8
3.80328	1.76087	15039.8
3.93443	1.76087	0
-3.93443	1.8913	0
-3.80328	1.8913	0
-3.67213	1.8913	30079.6
-3.54098	1.8913	15039.8
-3.40984	1.8913	45119.4
-3.27869	1.8913	45119.4
-3.14754	1.8913	60159.2
-3.01639	1.8913	60159.2
-2.88525	1.8913	15039.8
-2.7541	1.8913	150398
-2.62295	1.8913	210557
-2.4918	1.8913	120318
-2.36066	1.8913	120318
-2.22951	1.8913	150398
-2.09836	1.8913	180477
-1.96721	1.8913	270716
-1.83607	1.8913	195517
-1.70492	1.8913	240637
-1.57377	1.8913	165438
-1.44262	1.8913	240637
-1.31148	1.8913	451194
-1.18033	1.8913	571512
-1.04918	1.8913	511353
-0.918033	1.8913	646711
-0.786885	1.8913	511353
-0.655738	1.8913	631671
-0.52459	1.8913	586552
-0.393443	1.8913	556472
-0.262295	1.8913	601592
-0.131148	1.8913	436154
4.44089e-16	1.8913	872308
0.131148	1.8913	751990
0.262295	1.8913	812149
0.393443	1.8913	767029
0.52459	1.8913	857268
0.655738	1.8913	601592
0.786885	1.8913	511353
0.918033	1.8913	616631
1.04918	1.8913	571512
1.18033	1.8913	285756
1.31148	1.8913	391035
1.44262	1.8913	436154
1.57377	1.8913	300796
1.70492	1.8913	345915
1.83607	1.8913	180477
1.96721	1.8913	225597
2.09836	1.8913	225597
2.22951	1.8913	120318
2.36066	1.8913	150398
2.4918	1.8913	90238.7
2.62295	1.8913	105279
2.7541	1.8913	135358
2.88525	1.8913	60159.2
3.01639	1.8913	60159.2
3.14754	1.8913	45119.4
3.27869	1.8913	30079.6
3.40984	1.8913	45119.4
3.54098	1.8913	30079.6
3.67213	1.8913	30079.6
3.80328	1.8913	60159.2
3.93443	1.8913	15039.8
-3.93443	2.02174	0
-3.80328	2.02174	0
-3.67213	2.02174	30079.6
-3.54098	2.02174	30079.6
-3.40984	2.02174	15039.8
-3.27869	2.02174	30079.6
-3.14754	2.02174	15039.8
-3.01639	2.02174	60159.2
-2.88525	2.02174	60159.2
-2.7541	2.02174	60159.2
-2.62295	2.02174	15039.8
-2.4918	2.02174	120318
-2.36066	2.02174	150398
-2.22951	2.02174	165438
-2.09836	2.02174	135358
-1.96721	2.02174	180477
-1.83607	2.02174	330875
-1.70492	2.02174	195517
-1.57377	2.02174	330875
-1.44262	2.02174	210557
-1.31148	2.02174	345915
-1.18033	2.02174	315836
-1.04918	2.02174	451194
-0.918033	2.02174	511353
-0.786885	2.02174	391035
-0.655738	2.02174	616631
-0.52459	2.02174	511353
-0.393443	2.02174	616631
-0.262295	2.02174	481273
-0.131148	2.02174	827189
4.44089e-16	2.02174	541432
0.131148	2.02174	601592
0.262295	2.02174	616631
0.393443	2.02174	466234
0.52459	2.02174	571512
0.655738	2.02174	421114
0.786885	2.02174	616631
0.918033	2.02174	421114
1.04918	2.02174	225597
1.18033	2.02174	406074
1.31148	2.02174	375995
1.44262	2.02174	330875
1.57377	2.02174	255676
1.70492	2.02174	165438
1.83607	2.02174	180477
1.96721	2.02174	180477
2.09836	2.02174	195517
2.22951	2.02174	45119.4
2.36066	2.02174	150398
2.4918	2.02174	150398
2.62295	2.02174	60159.2
2.7541	2.02174	30079.6
2.88525	2.02174	0
3.01639	2.02174	90238.7
3.14754	2.02174	75199
3.27869	2.02174	30079.6
3.40984	2.02174	30079.6
3.54098	2.02174	45119.4
3.67213	2.02174	45119.4
3.80328	2.02174	15039.8
3.93443	2.02174	0
-3.93443	2.15217	30079.6
-3.80328	2.15217	15039.8
-3.67213	2.15217	30079.6
-3.54098	2.15217	15039.8
-3.40984	2.15217	30079.6
-3.27869	2.15217	30079.6
-3.14754	2.15217	45119.4
-3.01639	2.15217	30079.6
-2.88525	2.15217	30079.6
-2.7541	2.15217	60159.2
-2.62295	2.15217	30079.6
-2.4918	2.15217	60159.2
-2.36066	2.15217	120318
-2.22951	2.15217	105279
-2.09836	2.15217	150398
-1.96721	2.15217	75199
-1.83607	2.15217	240637
-1.70492	2.15217	135358
-1.57377	2.15217	90238.7
-1.44262	2.15217	300796
-1.31148	2.15217	285756
-1.18033	2.15217	375995
-1.04918	2.15217	285756
-0.918033	2.15217	300796
-0.786885	2.15217	315836
-0.655738	2.15217	315836
-0.52459	2.15217	496313
-0.393443	2.15217	556472
-0.262295	2.15217	421114
-0.131148	2.15217	541432
4.44089e-16	2.15217	391035
0.131148	2.15217	406074
0.262295	2.15217	526393
0.393443	2.15217	330875
0.52459	2.15217	451194
0.655738	2.15217	451194
0.786885	2.15217	345915
0.918033	2.15217	300796
1.04918	2.15217	345915
1.18033	2.15217	195517
1.31148	2.15217	270716
1.44262	2.15217	210557
1.57377	2.15217	135358
1.70492	2.15217	135358
1.83607	2.15217	300796
1.96721	2.15217	135358
2.09836	2.15217	150398
2.22951	2.15217	105279
2.36066	2.15217	60159.2
2.4918	2.15217	120318
2.62295	2.15217	60159.2
2.7541	2.15217	30079.6
2.88525	2.15217	75199
3.01639	2.15217	0
3.14754	2.15217	0
3.27869	2.15217	45119.4
3.40984	2.15217	0
3.54098	2.15217	15039.8
3.67213	2.15217	0
3.80328	2.15217	15039.8
3.93443	2.15217	15039.8
-3.93443	2.28261	45119.4
-3.80328	2.28261	30079.6
-3.67213	2.28261	15039.8
-3.54098	2.28261	15039.8
-3.40984	2.28261	0
-3.27869	2.28261	45119.4
-3.14754	2.28261	0
-3.01639	2.28261	15039.8
-2.88525	2.28261	15039.8
-2.7541	2.28261	30079.6
-2.62295	2.28261	30079.6
-2.4918	2.28261	45119.4
-2.36066	2.28261	45119.4
-2.22951	2.28261	60159.2
-2.09836	2.28261	120318
-1.96721	2.28261	90238.7
-1.83607	2.28261	225597
-1.70492	2.28261	165438
-1.57377	2.28261	90238.7
-1.44262	2.28261	210557
-1.31148	2.28261	150398
-1.18033	2.28261	195517
-1.04918	2.28261	270716
-0.918033	2.28261	240637
-0.786885	2.28261	255676
-0.655738	2.28261	285756
-0.52459	2.28261	285756
-0.393443	2.28261	375995
-0.262295	2.28261	556472
-0.131148	2.28261	300796
4.44089e-16	2.28261	315836
0.131148	2.28261	270716
0.262295	2.28261	360955
0.393443	2.28261	270716
0.52459	2.28261	451194
0.655738	2.28261	285756
0.786885	2.28261	360955
0.918033	2.28261	285756
1.04918	2.28261	210557
1.18033	2.28261	345915
1.31148	2.28261	180477
1.44262	2.28261	195517
1.57377	2.28261	150398
1.70492	2.28261	90238.7
1.83607	2.28261	165438
1.96721	2.28261	105279
2.09836	2.28261	120318
2.22951	2.28261	75199
2.36066	2.28261	45119.4
2.4918	2.28261	45119.4
2.62295	2.28261	30079.6
2.7541	2.28261	30079.6
2.88525	2.28261	0
3.01639	2.28261	60159.2
3.14754	2.28261	75199
3.27869	2.28261	15039.8
3.40984	2.28261	15039.8
3.54098	2.28261	0
3.67213	2.28261	15039.8
3.80328	2.28261	0
3.93443	2.28261	0
-3.93443	2.41304	30079.6
-3.80328	2.41304	15039.8
-3.67213	2.41304	30079.6
-3.54098	2.41304	0
-3.40984	2.41304	15039.8
-3.27869	2.41304	0
-3.14754	2.41304	60159.2
-3.01639	2.41304	75199
-2.88525	2.41304	45119.4
-2.7541	2.41304	45119.4
-2.62295	2.41304	15039.8
-2.4918	2.41304	45119.4
-2.36066	2.41304	60159.2
-2.22951	2.41304	60159.2
-2.09836	2.41304	75199
-1.96721	2.41304	45119.4
-1.83607	2.41304	45119.4
-1.70492	2.41304	90238.7
-1.57377	2.41304	105279
-1.44262	2.41304	135358
-1.31148	2.41304	165438
-1.18033	2.41304	195517
-1.04918	2.41304	300796
-0.918033	2.41304	150398
-0.786885	2.41304	180477
-0.655738	2.41304	240637
-0.52459	2.41304	240637
-0.393443	2.41304	300796
-0.262295	2.41304	210557
-0.131148	2.41304	391035
4.44089e-16	2.41304	225597
0.131148	2.41304	195517
0.262295	2.41304	330875
0.393443	2.41304	300796
0.52459	2.41304	120318
0.655738	2.41304	300796
0.786885	2.41304	210557
0.918033	2.41304	195517
1.04918	2.41304	135358
1.18033	2.41304	135358
1.31148	2.41304	195517
1.44262	2.41304	150398
1.57377	2.41304	135358
1.70492	2.41304	120318
1.83607	2.41304	60159.2
1.96721	2.41304	90238.7
2.09836	2.41304	120318
2.22951	2.41304	60159.2
2.36066	2.41304	30079.6
2.4918	2.41304	45119.4
2.62295	2.41304	15039.8
2.7541	2.41304	60159.2
2.88525	2.41304	0
3.01639	2.41304	15039.8
3.14754	2.41304	0
3.27869	2.41304	15039.8
3.40984	2.41304	0
3.54098	2.41304	15039.8
3.67213	2.41304	15039.8
3.80328	2.41304	0
3.93443	2.41304	0
-3.93443	2.54348	30079.6
-3.80328	2.54348	15039.8
-3.67213	2.54348	15039.8
-3.54098	2.54348	15039.8
-3.40984	2.54348	0
-3.27869	2.54348	15039.8
-3.14754	2.54348	60159.2
-3.01639	2.54348	0
-2.88525	2.54348	0
-2.7541	2.54348	15039.8
-2.62295	2.54348	15039.8
-2.4918	2.54348	30079.6
-2.36066	2.54348	15039.8
-2.22951	2.54348	60159.2
-2.09836	2.54348	105279
-1.96721	2.54348	90238.7
-1.83607	2.54348	45119.4
-1.70492	2.54348	105279
-1.57377	2.54348	75199
-1.44262	2.54348	195517
-1.31148	2.54348	60159.2
-1.18033	2.54348	60159.2
-1.04918	2.54348	45119.4
-0.918033	2.54348	90238.7
-0.786885	2.54348	120318
-0.655738	2.54348	210557
-0.52459	2.54348	120318
-0.393443	2.54348	75199
-0.262295	2.54348	195517
-0.131148	2.54348	150398
4.44089e-16	2.54348	240637
0.131148	2.54348	240637
0.262295	2.54348	150398
0.393443	2.54348	195517
0.52459	2.54348	105279
0.655738	2.54348	135358
0.786885	2.54348	210557
0.918033	2.54348	150398
1.04918	2.54348	210557
1.18033	2.54348	90238.7
1.31148	2.54348	60159.2
1.44262	2.54348	105279
1.57377	2.54348	90238.7
1.70492	2.54348	90238.7
1.83607	2.54348	30079.6
1.96721	2.54348	30079.6
2.09836	2.54348	75199
2.22951	2.54348	45119.4
2.36066	2.54348	90238.7
2.4918	2.54348	30079.6
2.62295	2.54348	30079.6
2.7541	2.54348	0
2.88525	2.54348	0
3.01639	2.54348	15039.8
3.14754	2.54348	75199
3.27869	2.54348	15039.8
3.40984	2.54348	0
3.54098	2.54348	0
3.67213	2.54348	0
3.80328	2.54348	15039.8
3.93443	2.54348	0
-3.93443	2.67391	45119.4
-3.80328	2.67391	15039.8
-3.67213	2.67391	0
-3.54098	2.67391	0
-3.40984	2.67391	15039.8
-3.27869	2.67391	0
-3.14754	2.67391	15039.8
-3.01639	2.67391	15039.8
-2.88525	2.67391	0
-2.7541	2.67391	0
-2.62295	2.67391	45119.4
-2.4918	2.67391	15039.8
-2.36066	2.67391	60159.2
-2.22951	2.67391	60159.2
-2.09836	2.67391	15039.8
-1.96721	2.67391	0
-1.83607	2.67391	15039.8
-1.70492	2.67391	60159.2
-1.57377	2.67391	45119.4
-1.44262	2.67391	90238.7
-1.31148	2.67391	45119.4
-1.18033	2.67391	90238.7
-1.04918	2.67391	90238.7
-0.918033	2.67391	90238.7
-0.786885	2.67391	210557
-0.655738	2.67391	120318
-0.52459	2.67391	135358
-0.393443	2.67391	240637
-0.262295	2.67391	150398
-0.131148	2.67391	150398
4.44089e-16	2.67391	135358
0.131148	2.67391	165438
0.262295	2.67391	45119.4
0.393443	2.67391	150398
0.52459	2.67391	105279
0.655738	2.67391	90238.7
0.786885	2.67391	165438
0.918033	2.67391	75199
1.04918	2.67391	90238.7
