x(m)	y(m)	Flux(W/m2)
1.44262	-1.1087	1.27838e+06
1.57377	-1.1087	1.29342e+06
1.70492	-1.1087	992626
1.83607	-1.1087	631671
1.96721	-1.1087	586552
2.09836	-1.1087	360955
2.22951	-1.1087	496313
2.36066	-1.1087	285756
2.4918	-1.1087	270716
2.62295	-1.1087	135358
2.7541	-1.1087	165438
2.88525	-1.1087	120318
3.01639	-1.1087	90238.7
3.14754	-1.1087	90238.7
3.27869	-1.1087	60159.2
3.40984	-1.1087	30079.6
3.54098	-1.1087	105279
3.67213	-1.1087	60159.2
3.80328	-1.1087	15039.8
3.93443	-1.1087	0
-3.93443	-0.978261	30079.6
-3.80328	-0.978261	0
-3.67213	-0.978261	75199
-3.54098	-0.978261	30079.6
-3.40984	-0.978261	90238.7
-3.27869	-0.978261	90238.7
-3.14754	-0.978261	75199
-3.01639	-0.978261	120318
-2.88525	-0.978261	120318
-2.7541	-0.978261	150398
-2.62295	-0.978261	210557
-2.4918	-0.978261	240637
-2.36066	-0.978261	421114
-2.22951	-0.978261	360955
-2.09836	-0.978261	601592
-1.96721	-0.978261	631671
-1.83607	-0.978261	902387
-1.70492	-0.978261	947507
-1.57377	-0.978261	1.18814e+06
-1.44262	-0.978261	1.63934e+06
-1.31148	-0.978261	1.57918e+06
-1.18033	-0.978261	1.4739e+06
-1.04918	-0.978261	1.65438e+06
-0.918033	-0.978261	2.8726e+06
-0.786885	-0.978261	2.36125e+06
-0.655738	-0.978261	2.49661e+06
-0.52459	-0.978261	2.69212e+06
-0.393443	-0.978261	3.35387e+06
-0.262295	-0.978261	2.75228e+06
-0.131148	-0.978261	2.75228e+06
4.44089e-16	-0.978261	2.97788e+06
0.131148	-0.978261	2.90268e+06
0.262295	-0.978261	3.12828e+06
0.393443	-0.978261	2.8726e+06
0.52459	-0.978261	2.42141e+06
0.655738	-0.978261	2.49661e+06
0.786885	-0.978261	2.30109e+06
0.918033	-0.978261	2.27101e+06
1.04918	-0.978261	2.12061e+06
1.18033	-0.978261	1.53406e+06
1.31148	-0.978261	1.38366e+06
1.44262	-0.978261	1.29342e+06
1.57377	-0.978261	1.15806e+06
1.70492	-0.978261	1.03775e+06
1.83607	-0.978261	797109
1.96721	-0.978261	601592
2.09836	-0.978261	586552
2.22951	-0.978261	360955
2.36066	-0.978261	345915
2.4918	-0.978261	330875
2.62295	-0.978261	330875
2.7541	-0.978261	210557
2.88525	-0.978261	180477
3.01639	-0.978261	165438
3.14754	-0.978261	60159.2
3.27869	-0.978261	45119.4
3.40984	-0.978261	15039.8
3.54098	-0.978261	30079.6
3.67213	-0.978261	75199
3.80328	-0.978261	30079.6
3.93443	-0.978261	15039.8
-3.93443	-0.847826	0
-3.80328	-0.847826	45119.4
-3.67213	-0.847826	45119.4
-3.54098	-0.847826	90238.7
-3.40984	-0.847826	105279
-3.27869	-0.847826	90238.7
-3.14754	-0.847826	120318
-3.01639	-0.847826	120318
-2.88525	-0.847826	240637
-2.7541	-0.847826	270716
-2.62295	-0.847826	406074
-2.4918	-0.847826	360955
-2.36066	-0.847826	451194
-2.22951	-0.847826	541432
-2.09836	-0.847826	812149
-1.96721	-0.847826	902387
-1.83607	-0.847826	992626
-1.70492	-0.847826	947507
-1.57377	-0.847826	1.36862e+06
-1.44262	-0.847826	1.68446e+06
-1.31148	-0.847826	1.56414e+06
-1.18033	-0.847826	1.78974e+06
-1.04918	-0.847826	2.647e+06
-0.918033	-0.847826	2.27101e+06
-0.786885	-0.847826	2.5718e+06
-0.655738	-0.847826	2.88764e+06
-0.52459	-0.847826	2.82748e+06
-0.393443	-0.847826	3.66971e+06
-0.262295	-0.847826	4.06074e+06
-0.131148	-0.847826	3.94043e+06
4.44089e-16	-0.847826	4.13594e+06
0.131148	-0.847826	3.71483e+06
0.262295	-0.847826	3.59451e+06
0.393443	-0.847826	3.74491e+06
0.52459	-0.847826	3.30875e+06
0.655738	-0.847826	3.57947e+06
0.786885	-0.847826	2.42141e+06
0.918033	-0.847826	2.45149e+06
1.04918	-0.847826	2.24093e+06
1.18033	-0.847826	1.95517e+06
1.31148	-0.847826	1.56414e+06
1.44262	-0.847826	1.50398e+06
1.57377	-0.847826	1.30846e+06
1.70492	-0.847826	1.03775e+06
1.83607	-0.847826	767029
1.96721	-0.847826	751990
2.09836	-0.847826	586552
2.22951	-0.847826	496313
2.36066	-0.847826	421114
2.4918	-0.847826	391035
2.62295	-0.847826	300796
2.7541	-0.847826	210557
2.88525	-0.847826	240637
3.01639	-0.847826	165438
3.14754	-0.847826	105279
3.27869	-0.847826	135358
3.40984	-0.847826	135358
3.54098	-0.847826	75199
3.67213	-0.847826	75199
3.80328	-0.847826	15039.8
3.93443	-0.847826	45119.4
-3.93443	-0.717391	45119.4
-3.80328	-0.717391	30079.6
-3.67213	-0.717391	45119.4
-3.54098	-0.717391	30079.6
-3.40984	-0.717391	30079.6
-3.27869	-0.717391	105279
-3.14754	-0.717391	135358
-3.01639	-0.717391	180477
-2.88525	-0.717391	240637
-2.7541	-0.717391	300796
-2.62295	-0.717391	421114
-2.4918	-0.717391	421114
-2.36066	-0.717391	511353
-2.22951	-0.717391	601592
-2.09836	-0.717391	842228
-1.96721	-0.717391	1.00767e+06
-1.83607	-0.717391	1.27838e+06
-1.70492	-0.717391	1.36862e+06
-1.57377	-0.717391	1.41374e+06
-1.44262	-0.717391	1.42878e+06
-1.31148	-0.717391	1.91005e+06
-1.18033	-0.717391	2.03037e+06
-1.04918	-0.717391	2.67708e+06
-0.918033	-0.717391	2.90268e+06
-0.786885	-0.717391	3.44411e+06
-0.655738	-0.717391	3.51931e+06
-0.52459	-0.717391	3.89531e+06
-0.393443	-0.717391	4.01562e+06
-0.262295	-0.717391	4.96313e+06
-0.131148	-0.717391	5.20377e+06
4.44089e-16	-0.717391	5.32409e+06
0.131148	-0.717391	4.90297e+06
0.262295	-0.717391	4.18106e+06
0.393443	-0.717391	4.36154e+06
0.52459	-0.717391	3.63963e+06
0.655738	-0.717391	3.33883e+06
0.786885	-0.717391	3.15836e+06
0.918033	-0.717391	2.76732e+06
1.04918	-0.717391	2.45149e+06
1.18033	-0.717391	2.10557e+06
1.31148	-0.717391	2.03037e+06
1.44262	-0.717391	1.71454e+06
1.57377	-0.717391	1.23326e+06
1.70492	-0.717391	1.2483e+06
1.83607	-0.717391	992626
1.96721	-0.717391	902387
2.09836	-0.717391	691830
2.22951	-0.717391	646711
2.36066	-0.717391	421114
2.4918	-0.717391	406074
2.62295	-0.717391	240637
2.7541	-0.717391	240637
2.88525	-0.717391	225597
3.01639	-0.717391	225597
3.14754	-0.717391	150398
3.27869	-0.717391	90238.7
3.40984	-0.717391	105279
3.54098	-0.717391	90238.7
3.67213	-0.717391	45119.4
3.80328	-0.717391	45119.4
3.93443	-0.717391	0
-3.93443	-0.586957	0
-3.80328	-0.586957	30079.6
-3.67213	-0.586957	15039.8
-3.54098	-0.586957	60159.2
-3.40984	-0.586957	90238.7
-3.27869	-0.586957	90238.7
-3.14754	-0.586957	165438
-3.01639	-0.586957	120318
-2.88525	-0.586957	285756
-2.7541	-0.586957	270716
-2.62295	-0.586957	315836
-2.4918	-0.586957	571512
-2.36066	-0.586957	556472
-2.22951	-0.586957	646711
-2.09836	-0.586957	661751
-1.96721	-0.586957	1.08286e+06
-1.83607	-0.586957	1.02271e+06
-1.70492	-0.586957	1.3235e+06
-1.57377	-0.586957	1.57918e+06
-1.44262	-0.586957	1.97021e+06
-1.31148	-0.586957	2.12061e+06
-1.18033	-0.586957	2.22589e+06
-1.04918	-0.586957	2.30109e+06
-0.918033	-0.586957	3.42907e+06
-0.786885	-0.586957	3.94043e+06
-0.655738	-0.586957	4.01562e+06
-0.52459	-0.586957	4.70745e+06
-0.393443	-0.586957	5.23385e+06
-0.262295	-0.586957	5.80536e+06
-0.131148	-0.586957	6.19639e+06
4.44089e-16	-0.586957	6.16631e+06
0.131148	-0.586957	5.86552e+06
0.262295	-0.586957	5.65496e+06
0.393443	-0.586957	4.93305e+06
0.52459	-0.586957	4.94809e+06
0.655738	-0.586957	3.92539e+06
0.786885	-0.586957	3.41403e+06
0.918033	-0.586957	2.76732e+06
1.04918	-0.586957	2.88764e+06
1.18033	-0.586957	2.33117e+06
1.31148	-0.586957	1.94013e+06
1.44262	-0.586957	1.65438e+06
1.57377	-0.586957	1.27838e+06
1.70492	-0.586957	1.41374e+06
1.83607	-0.586957	1.12798e+06
1.96721	-0.586957	872308
2.09836	-0.586957	872308
2.22951	-0.586957	797109
2.36066	-0.586957	421114
2.4918	-0.586957	541432
2.62295	-0.586957	330875
2.7541	-0.586957	345915
2.88525	-0.586957	195517
3.01639	-0.586957	60159.2
3.14754	-0.586957	120318
3.27869	-0.586957	90238.7
3.40984	-0.586957	75199
3.54098	-0.586957	15039.8
3.67213	-0.586957	30079.6
3.80328	-0.586957	30079.6
3.93443	-0.586957	15039.8
-3.93443	-0.456522	0
-3.80328	-0.456522	15039.8
-3.67213	-0.456522	45119.4
-3.54098	-0.456522	90238.7
-3.40984	-0.456522	30079.6
-3.27869	-0.456522	60159.2
-3.14754	-0.456522	90238.7
-3.01639	-0.456522	135358
-2.88525	-0.456522	210557
-2.7541	-0.456522	315836
-2.62295	-0.456522	391035
-2.4918	-0.456522	571512
-2.36066	-0.456522	481273
-2.22951	-0.456522	556472
-2.09836	-0.456522	797109
-1.96721	-0.456522	1.11294e+06
-1.83607	-0.456522	1.27838e+06
-1.70492	-0.456522	1.41374e+06
-1.57377	-0.456522	1.56414e+06
-1.44262	-0.456522	1.7747e+06
-1.31148	-0.456522	2.10557e+06
-1.18033	-0.456522	2.42141e+06
-1.04918	-0.456522	2.90268e+06
-0.918033	-0.456522	3.66971e+06
-0.786885	-0.456522	3.98554e+06
-0.655738	-0.456522	4.45178e+06
-0.52459	-0.456522	5.71512e+06
-0.393443	-0.456522	6.27159e+06
-0.262295	-0.456522	6.73783e+06
-0.131148	-0.456522	6.8431e+06
4.44089e-16	-0.456522	7.76053e+06
0.131148	-0.456522	7.70037e+06
0.262295	-0.456522	6.94838e+06
0.393443	-0.456522	5.9708e+06
0.52459	-0.456522	5.30905e+06
0.655738	-0.456522	4.58714e+06
0.786885	-0.456522	4.1961e+06
0.918033	-0.456522	3.45915e+06
1.04918	-0.456522	2.81244e+06
1.18033	-0.456522	2.37629e+06
1.31148	-0.456522	2.22589e+06
1.44262	-0.456522	1.89501e+06
1.57377	-0.456522	1.42878e+06
1.70492	-0.456522	1.3987e+06
1.83607	-0.456522	1.00767e+06
1.96721	-0.456522	782069
2.09836	-0.456522	661751
2.22951	-0.456522	616631
2.36066	-0.456522	436154
2.4918	-0.456522	481273
2.62295	-0.456522	330875
2.7541	-0.456522	315836
2.88525	-0.456522	195517
3.01639	-0.456522	360955
3.14754	-0.456522	135358
3.27869	-0.456522	135358
3.40984	-0.456522	60159.2
3.54098	-0.456522	75199
3.67213	-0.456522	60159.2
3.80328	-0.456522	60159.2
3.93443	-0.456522	15039.8
-3.93443	-0.326087	30079.6
-3.80328	-0.326087	0
-3.67213	-0.326087	60159.2
-3.54098	-0.326087	90238.7
-3.40984	-0.326087	135358
-3.27869	-0.326087	150398
-3.14754	-0.326087	120318
-3.01639	-0.326087	150398
-2.88525	-0.326087	225597
-2.7541	-0.326087	285756
-2.62295	-0.326087	496313
-2.4918	-0.326087	541432
-2.36066	-0.326087	556472
-2.22951	-0.326087	691830
-2.09836	-0.326087	947507
-1.96721	-0.326087	1.03775e+06
-1.83607	-0.326087	1.03775e+06
-1.70492	-0.326087	1.65438e+06
-1.57377	-0.326087	1.42878e+06
-1.44262	-0.326087	1.84989e+06
-1.31148	-0.326087	2.12061e+06
-1.18033	-0.326087	2.7974e+06
-1.04918	-0.326087	3.15836e+06
-0.918033	-0.326087	4.01562e+06
-0.786885	-0.326087	4.36154e+06
-0.655738	-0.326087	4.85785e+06
-0.52459	-0.326087	5.62488e+06
-0.393443	-0.326087	6.87318e+06
-0.262295	-0.326087	7.77557e+06
-0.131148	-0.326087	8.3922e+06
4.44089e-16	-0.326087	9.23443e+06
0.131148	-0.326087	8.33204e+06
0.262295	-0.326087	8.42228e+06
0.393443	-0.326087	7.00854e+06
0.52459	-0.326087	5.7452e+06
0.655738	-0.326087	5.47448e+06
0.786885	-0.326087	4.69241e+06
0.918033	-0.326087	3.36891e+06
1.04918	-0.326087	3.44411e+06
1.18033	-0.326087	2.67708e+06
1.31148	-0.326087	2.48157e+06
1.44262	-0.326087	1.87997e+06
1.57377	-0.326087	1.45886e+06
1.70492	-0.326087	1.18814e+06
1.83607	-0.326087	1.38366e+06
1.96721	-0.326087	1.11294e+06
2.09836	-0.326087	721910
2.22951	-0.326087	481273
2.36066	-0.326087	526393
2.4918	-0.326087	481273
2.62295	-0.326087	285756
2.7541	-0.326087	225597
2.88525	-0.326087	270716
3.01639	-0.326087	210557
3.14754	-0.326087	150398
3.27869	-0.326087	120318
3.40984	-0.326087	45119.4
3.54098	-0.326087	60159.2
3.67213	-0.326087	30079.6
3.80328	-0.326087	30079.6
3.93443	-0.326087	30079.6
-3.93443	-0.195652	15039.8
-3.80328	-0.195652	0
-3.67213	-0.195652	45119.4
-3.54098	-0.195652	60159.2
-3.40984	-0.195652	120318
-3.27869	-0.195652	135358
-3.14754	-0.195652	180477
-3.01639	-0.195652	150398
-2.88525	-0.195652	150398
-2.7541	-0.195652	255676
-2.62295	-0.195652	511353
-2.4918	-0.195652	496313
-2.36066	-0.195652	601592
-2.22951	-0.195652	646711
-2.09836	-0.195652	767029
-1.96721	-0.195652	736950
-1.83607	-0.195652	1.26334e+06
-1.70492	-0.195652	1.3235e+06
-1.57377	-0.195652	1.65438e+06
-1.44262	-0.195652	1.81981e+06
-1.31148	-0.195652	2.24093e+06
-1.18033	-0.195652	2.75228e+06
-1.04918	-0.195652	3.35387e+06
-0.918033	-0.195652	3.71483e+06
-0.786885	-0.195652	4.48186e+06
-0.655738	-0.195652	4.96313e+06
-0.52459	-0.195652	6.40695e+06
-0.393443	-0.195652	7.82069e+06
-0.262295	-0.195652	8.55764e+06
-0.131148	-0.195652	1.02271e+07
4.44089e-16	-0.195652	1.06181e+07
0.131148	-0.195652	9.98642e+06
0.262295	-0.195652	8.9186e+06
0.393443	-0.195652	7.89589e+06
0.52459	-0.195652	6.33175e+06
0.655738	-0.195652	5.32409e+06
0.786885	-0.195652	4.18106e+06
0.918033	-0.195652	3.44411e+06
1.04918	-0.195652	3.1734e+06
1.18033	-0.195652	2.34621e+06
1.31148	-0.195652	2.24093e+06
1.44262	-0.195652	2.33117e+06
1.57377	-0.195652	1.50398e+06
1.70492	-0.195652	1.33854e+06
1.83607	-0.195652	917427
1.96721	-0.195652	887348
2.09836	-0.195652	887348
2.22951	-0.195652	526393
2.36066	-0.195652	616631
2.4918	-0.195652	526393
2.62295	-0.195652	466234
2.7541	-0.195652	255676
2.88525	-0.195652	255676
3.01639	-0.195652	330875
3.14754	-0.195652	105279
3.27869	-0.195652	90238.7
3.40984	-0.195652	90238.7
3.54098	-0.195652	45119.4
3.67213	-0.195652	45119.4
3.80328	-0.195652	15039.8
3.93443	-0.195652	30079.6
-3.93443	-0.0652174	30079.6
-3.80328	-0.0652174	60159.2
-3.67213	-0.0652174	90238.7
-3.54098	-0.0652174	15039.8
-3.40984	-0.0652174	90238.7
-3.27869	-0.0652174	105279
-3.14754	-0.0652174	120318
-3.01639	-0.0652174	180477
-2.88525	-0.0652174	225597
-2.7541	-0.0652174	225597
-2.62295	-0.0652174	451194
-2.4918	-0.0652174	391035
-2.36066	-0.0652174	526393
-2.22951	-0.0652174	887348
-2.09836	-0.0652174	932467
-1.96721	-0.0652174	736950
-1.83607	-0.0652174	1.21822e+06
-1.70492	-0.0652174	1.30846e+06
-1.57377	-0.0652174	1.75966e+06
-1.44262	-0.0652174	1.97021e+06
-1.31148	-0.0652174	2.30109e+06
-1.18033	-0.0652174	2.76732e+06
-1.04918	-0.0652174	3.36891e+06
-0.918033	-0.0652174	4.18106e+06
-0.786885	-0.0652174	4.52698e+06
-0.655738	-0.0652174	5.23385e+06
-0.52459	-0.0652174	6.06104e+06
-0.393443	-0.0652174	7.62517e+06
-0.262295	-0.0652174	9.35475e+06
-0.131148	-0.0652174	9.9413e+06
4.44089e-16	-0.0652174	1.07234e+07
0.131148	-0.0652174	1.07083e+07
0.262295	-0.0652174	9.55027e+06
0.393443	-0.0652174	7.00854e+06
0.52459	-0.0652174	6.58743e+06
0.655738	-0.0652174	5.29401e+06
0.786885	-0.0652174	4.69241e+06
0.918033	-0.0652174	3.65467e+06
1.04918	-0.0652174	3.1734e+06
1.18033	-0.0652174	2.90268e+06
1.31148	-0.0652174	2.5718e+06
1.44262	-0.0652174	2.01533e+06
1.57377	-0.0652174	1.6243e+06
1.70492	-0.0652174	1.59422e+06
1.83607	-0.0652174	1.30846e+06
1.96721	-0.0652174	1.27838e+06
2.09836	-0.0652174	977586
2.22951	-0.0652174	586552
2.36066	-0.0652174	601592
2.4918	-0.0652174	421114
2.62295	-0.0652174	391035
2.7541	-0.0652174	300796
2.88525	-0.0652174	270716
3.01639	-0.0652174	195517
3.14754	-0.0652174	165438
3.27869	-0.0652174	120318
3.40984	-0.0652174	45119.4
3.54098	-0.0652174	30079.6
3.67213	-0.0652174	30079.6
3.80328	-0.0652174	45119.4
3.93443	-0.0652174	0
-3.93443	0.0652174	30079.6
-3.80328	0.0652174	60159.2
-3.67213	0.0652174	105279
-3.54098	0.0652174	120318
-3.40984	0.0652174	90238.7
-3.27869	0.0652174	105279
-3.14754	0.0652174	150398
-3.01639	0.0652174	105279
-2.88525	0.0652174	165438
-2.7541	0.0652174	315836
-2.62295	0.0652174	360955
-2.4918	0.0652174	451194
-2.36066	0.0652174	646711
-2.22951	0.0652174	721910
-2.09836	0.0652174	782069
-1.96721	0.0652174	992626
-1.83607	0.0652174	962547
-1.70492	0.0652174	1.50398e+06
-1.57377	0.0652174	1.6995e+06
-1.44262	0.0652174	2.28605e+06
-1.31148	0.0652174	2.46653e+06
-1.18033	0.0652174	2.51165e+06
-1.04918	0.0652174	3.21852e+06
-0.918033	0.0652174	3.59451e+06
-0.786885	0.0652174	4.55706e+06
-0.655738	0.0652174	5.73016e+06
-0.52459	0.0652174	6.63255e+06
-0.393443	0.0652174	8.19669e+06
-0.262295	0.0652174	9.83602e+06
-0.131148	0.0652174	1.04677e+07
4.44089e-16	0.0652174	1.06181e+07
0.131148	0.0652174	1.07535e+07
0.262295	0.0652174	1.00767e+07
0.393443	0.0652174	7.80565e+06
0.52459	0.0652174	6.63255e+06
0.655738	0.0652174	5.11353e+06
0.786885	0.0652174	4.46682e+06
0.918033	0.0652174	3.66971e+06
1.04918	0.0652174	3.14332e+06
1.18033	0.0652174	2.647e+06
1.31148	0.0652174	2.42141e+06
1.44262	0.0652174	1.84989e+06
1.57377	0.0652174	1.68446e+06
1.70492	0.0652174	1.56414e+06
1.83607	0.0652174	1.18814e+06
1.96721	0.0652174	1.05279e+06
2.09836	0.0652174	902387
2.22951	0.0652174	812149
2.36066	0.0652174	676791
2.4918	0.0652174	466234
2.62295	0.0652174	360955
2.7541	0.0652174	240637
2.88525	0.0652174	315836
3.01639	0.0652174	150398
3.14754	0.0652174	150398
3.27869	0.0652174	90238.7
3.40984	0.0652174	135358
3.54098	0.0652174	60159.2
3.67213	0.0652174	60159.2
3.80328	0.0652174	30079.6
3.93443	0.0652174	30079.6
-3.93443	0.195652	30079.6
-3.80328	0.195652	30079.6
-3.67213	0.195652	75199
-3.54098	0.195652	60159.2
-3.40984	0.195652	120318
-3.27869	0.195652	45119.4
-3.14754	0.195652	90238.7
-3.01639	0.195652	315836
-2.88525	0.195652	255676
-2.7541	0.195652	421114
-2.62295	0.195652	330875
-2.4918	0.195652	375995
-2.36066	0.195652	616631
-2.22951	0.195652	676791
-2.09836	0.195652	872308
-1.96721	0.195652	902387
-1.83607	0.195652	1.45886e+06
-1.70492	0.195652	1.35358e+06
-1.57377	0.195652	1.80477e+06
-1.44262	0.195652	1.80477e+06
-1.31148	0.195652	2.49661e+06
-1.18033	0.195652	2.58684e+06
-1.04918	0.195652	3.05308e+06
-0.918033	0.195652	4.39162e+06
-0.786885	0.195652	4.76761e+06
-0.655738	0.195652	5.4444e+06
-0.52459	0.195652	6.12119e+06
-0.393443	0.195652	7.45974e+06
-0.262295	0.195652	8.78324e+06
-0.131148	0.195652	9.9413e+06
4.44089e-16	0.195652	1.0212e+07
0.131148	0.195652	1.00767e+07
0.262295	0.195652	9.49011e+06
0.393443	0.195652	7.56501e+06
0.52459	0.195652	6.21143e+06
0.655738	0.195652	5.02329e+06
0.786885	0.195652	4.66234e+06
0.918033	0.195652	3.91035e+06
1.04918	0.195652	3.24859e+06
1.18033	0.195652	2.66204e+06
1.31148	0.195652	2.36125e+06
1.44262	0.195652	1.68446e+06
1.57377	0.195652	1.4739e+06
1.70492	0.195652	1.30846e+06
1.83607	0.195652	1.21822e+06
1.96721	0.195652	1.1731e+06
2.09836	0.195652	1.00767e+06
2.22951	0.195652	661751
2.36066	0.195652	646711
2.4918	0.195652	631671
2.62295	0.195652	556472
2.7541	0.195652	165438
2.88525	0.195652	240637
3.01639	0.195652	255676
3.14754	0.195652	195517
3.27869	0.195652	60159.2
3.40984	0.195652	30079.6
3.54098	0.195652	45119.4
3.67213	0.195652	45119.4
3.80328	0.195652	45119.4
3.93443	0.195652	30079.6
-3.93443	0.326087	45119.4
-3.80328	0.326087	30079.6
-3.67213	0.326087	30079.6
-3.54098	0.326087	60159.2
-3.40984	0.326087	90238.7
-3.27869	0.326087	75199
-3.14754	0.326087	75199
-3.01639	0.326087	210557
-2.88525	0.326087	225597
-2.7541	0.326087	451194
-2.62295	0.326087	391035
-2.4918	0.326087	466234
-2.36066	0.326087	556472
-2.22951	0.326087	616631
-2.09836	0.326087	767029
-1.96721	0.326087	782069
-1.83607	0.326087	1.29342e+06
-1.70492	0.326087	1.29342e+06
-1.57377	0.326087	1.50398e+06
-1.44262	0.326087	1.7747e+06
-1.31148	0.326087	2.31613e+06
-1.18033	0.326087	2.70716e+06
-1.04918	0.326087	3.14332e+06
-0.918033	0.326087	3.72987e+06
-0.786885	0.326087	4.10586e+06
-0.655738	0.326087	4.73753e+06
-0.52459	0.326087	6.01592e+06
-0.393443	0.326087	7.26422e+06
-0.262295	0.326087	8.85844e+06
-0.131148	0.326087	9.15923e+06
4.44089e-16	0.326087	8.9186e+06
0.131148	0.326087	8.82836e+06
0.262295	0.326087	8.60276e+06
0.393443	0.326087	6.96342e+06
0.52459	0.326087	6.21143e+06
0.655738	0.326087	5.21881e+06
0.786885	0.326087	4.03066e+06
0.918033	0.326087	3.39899e+06
1.04918	0.326087	2.8726e+06
1.18033	0.326087	2.27101e+06
1.31148	0.326087	2.43645e+06
1.44262	0.326087	2.16573e+06
1.57377	0.326087	1.3235e+06
1.70492	0.326087	1.27838e+06
1.83607	0.326087	1.03775e+06
1.96721	0.326087	977586
2.09836	0.326087	797109
2.22951	0.326087	917427
2.36066	0.326087	556472
2.4918	0.326087	541432
2.62295	0.326087	391035
2.7541	0.326087	375995
2.88525	0.326087	240637
3.01639	0.326087	180477
3.14754	0.326087	150398
3.27869	0.326087	105279
3.40984	0.326087	150398
3.54098	0.326087	30079.6
3.67213	0.326087	60159.2
3.80328	0.326087	30079.6
3.93443	0.326087	45119.4
-3.93443	0.456522	45119.4
-3.80328	0.456522	0
-3.67213	0.456522	45119.4
-3.54098	0.456522	75199
-3.40984	0.456522	30079.6
-3.27869	0.456522	105279
-3.14754	0.456522	105279
-3.01639	0.456522	210557
-2.88525	0.456522	180477
-2.7541	0.456522	150398
-2.62295	0.456522	300796
-2.4918	0.456522	586552
-2.36066	0.456522	466234
-2.22951	0.456522	782069
-2.09836	0.456522	751990
-1.96721	0.456522	917427
-1.83607	0.456522	751990
-1.70492	0.456522	1.3987e+06
-1.57377	0.456522	1.56414e+06
-1.44262	0.456522	1.48894e+06
-1.31148	0.456522	1.92509e+06
-1.18033	0.456522	2.18077e+06
-1.04918	0.456522	3.0982e+06
-0.918033	0.456522	3.20348e+06
-0.786885	0.456522	4.07578e+06
-0.655738	0.456522	4.24122e+06
-0.52459	0.456522	6.01592e+06
-0.393443	0.456522	6.61751e+06
-0.262295	0.456522	7.48982e+06
-0.131148	0.456522	7.89589e+06
4.44089e-16	0.456522	8.00117e+06
0.131148	0.456522	7.82069e+06
0.262295	0.456522	6.88822e+06
0.393443	0.456522	6.39191e+06
0.52459	0.456522	5.54968e+06
0.655738	0.456522	4.97817e+06
0.786885	0.456522	3.89531e+06
0.918033	0.456522	3.33883e+06
1.04918	0.456522	3.00796e+06
1.18033	0.456522	2.48157e+06
1.31148	0.456522	2.21085e+06
1.44262	0.456522	1.98525e+06
1.57377	0.456522	1.4739e+06
1.70492	0.456522	1.57918e+06
1.83607	0.456522	1.21822e+06
1.96721	0.456522	857268
2.09836	0.456522	872308
2.22951	0.456522	797109
2.36066	0.456522	406074
2.4918	0.456522	421114
2.62295	0.456522	270716
2.7541	0.456522	451194
2.88525	0.456522	270716
3.01639	0.456522	105279
3.14754	0.456522	105279
3.27869	0.456522	135358
3.40984	0.456522	75199
3.54098	0.456522	45119.4
3.67213	0.456522	45119.4
3.80328	0.456522	45119.4
3.93443	0.456522	15039.8
-3.93443	0.586957	15039.8
-3.80328	0.586957	15039.8
-3.67213	0.586957	30079.6
-3.54098	0.586957	75199
-3.40984	0.586957	105279
-3.27869	0.586957	90238.7
-3.14754	0.586957	90238.7
-3.01639	0.586957	150398
-2.88525	0.586957	285756
-2.7541	0.586957	330875
-2.62295	0.586957	315836
-2.4918	0.586957	436154
-2.36066	0.586957	451194
-2.22951	0.586957	511353
-2.09836	0.586957	812149
-1.96721	0.586957	947507
-1.83607	0.586957	1.08286e+06
-1.70492	0.586957	1.2483e+06
-1.57377	0.586957	1.75966e+06
-1.44262	0.586957	2.22589e+06
-1.31148	0.586957	2.22589e+06
-1.18033	0.586957	2.52668e+06
-1.04918	0.586957	2.54172e+06
-0.918033	0.586957	3.48923e+06
-0.786885	0.586957	3.56443e+06
-0.655738	0.586957	4.52698e+06
-0.52459	0.586957	4.70745e+06
-0.393443	0.586957	5.5196e+06
-0.262295	0.586957	6.18135e+06
-0.131148	0.586957	6.66263e+06
4.44089e-16	0.586957	7.42966e+06
0.131148	0.586957	6.03096e+06
0.262295	0.586957	5.5948e+06
0.393443	0.586957	5.91064e+06
0.52459	0.586957	4.96313e+06
0.655738	0.586957	4.1961e+06
0.786885	0.586957	3.66971e+06
0.918033	0.586957	3.15836e+06
1.04918	0.586957	3.30875e+06
1.18033	0.586957	2.30109e+06
1.31148	0.586957	2.22589e+06
1.44262	0.586957	1.59422e+06
1.57377	0.586957	1.6995e+06
1.70492	0.586957	1.30846e+06
1.83607	0.586957	1.27838e+06
1.96721	0.586957	962547
2.09836	0.586957	767029
2.22951	0.586957	541432
2.36066	0.586957	451194
2.4918	0.586957	285756
2.62295	0.586957	360955
2.7541	0.586957	375995
2.88525	0.586957	300796
3.01639	0.586957	105279
3.14754	0.586957	60159.2
3.27869	0.586957	105279
3.40984	0.586957	90238.7
3.54098	0.586957	60159.2
3.67213	0.586957	60159.2
3.80328	0.586957	75199
3.93443	0.586957	15039.8
-3.93443	0.717391	15039.8
-3.80328	0.717391	15039.8
-3.67213	0.717391	15039.8
-3.54098	0.717391	30079.6
-3.40984	0.717391	90238.7
-3.27869	0.717391	60159.2
-3.14754	0.717391	150398
-3.01639	0.717391	105279
-2.88525	0.717391	270716
-2.7541	0.717391	240637
-2.62295	0.717391	195517
-2.4918	0.717391	270716
-2.36066	0.717391	496313
-2.22951	0.717391	541432
-2.09836	0.717391	571512
